index,arousal,contrast,dominance,height,hsv_itten_std_h,hsv_itten_std_s,hsv_itten_std_v,lat,long,orientation,pleasure,symmetry,width,day,hour,numAnimals,zebra
3626,-0.0002481888510344199,2.157328117278929,0.4588397991099252,1728,116320.4666430442,147377.64374965426,119839.2996205984,-1.35124,36.800396,1,0.3985335987990298,7.855869768945318,2592,2,13,1,1
3627,-0.04294595836062276,1.920539187935569,0.4864743161979277,1728,107546.48514582997,115614.47259058875,117811.52297160447,-1.35124,36.800396,1,0.4266567338594561,9.841445474306736,2592,2,13,1,1
3628,-0.09965011048316373,1.6602481124370478,0.4908610471657383,1728,92519.64030710213,174578.02854311303,45955.47635362829,-1.35124,36.800396,1,0.4359409993970039,13.41646597105383,2592,2,13,1,1
3629,-0.04028577772827843,1.8043901876330184,0.5384459294747476,1728,99030.80646809972,146968.5206920176,117607.9253064558,-1.351215,36.800486,1,0.4715380851566263,9.243708076082614,2592,2,13,2,1
363,-0.028373615856450568,1.93307749785918,0.484526851590285,3672,132566.77560510152,171708.89869077838,213609.5595254732,-1.412181,36.916737,1,0.4235584899977327,7.539121818895753,4896,1,16,1,1
3630,-0.04951253474231218,1.702148437124756,0.5643218603979703,1728,99377.1885698904,128273.73165383472,126392.61573718967,-1.3512170000000001,36.800505,1,0.4949025089086621,9.924834908028314,2592,2,13,1,1
3631,-0.06608828927404213,1.6022394495785115,0.5858487288867708,1728,92095.22552710802,114681.8594320828,139876.55424774453,-1.351218,36.800509000000005,1,0.5151991883542678,11.362828905282118,2592,2,13,3,1
3632,-0.08083851194395557,1.561047651685959,0.5917580641397338,1728,87706.8602375106,128494.76870596714,150693.4494447438,-1.351218,36.800509000000005,1,0.5217555525366996,12.441886499126596,2592,2,13,1,1
3634,-0.09798692270275623,1.324071171345061,0.5536382051236398,1728,86069.82766174347,152097.39228007823,139933.3138994746,-1.351218,36.800509000000005,1,0.4903033889904302,14.112845944144073,2592,2,13,0,0
3635,-0.10085732383247968,1.261229581838177,0.5805186240478281,1728,86794.39213291503,136517.68963617866,137272.8846600409,-1.351184,36.800571000000005,1,0.5139265725383348,13.583786357759681,2592,2,13,0,0
3637,-0.03382592323504083,1.4645039657434118,0.5541528896306926,1728,96240.97007194435,128735.01358527134,118231.86522911474,-1.350814,36.802248,1,0.4845561831147661,12.003113383852623,2592,2,13,0,0
3638,-0.06494566057258225,1.3673567116483305,0.5602794860029197,1728,96431.65858725489,129535.769344224,101003.42404867052,-1.350799,36.802302000000005,1,0.4928815842170357,13.624223578707651,2592,2,13,0,0
3639,-0.07699364614843954,1.48841043288151,0.5764949291310195,1728,93965.04212944773,122448.58935079652,95180.99612959627,-1.350663,36.802768,1,0.5081280876450539,13.528857779889195,2592,2,13,0,0
