AID,GID,AGE,CONTRIBUTOR,EXEMPLAR_FLAG,INDIVIDUAL_NAME,NID,QUALITY,SEX,SPECIES,VIEW_POINT
12329,1296,infant,"NNP GZC Car '1BLUE', Person 'B'",0,____,-12329,good,UNKNOWN NAME,zebra_plains,backright
12330,1296,adult,"NNP GZC Car '1BLUE', Person 'B'",0,IBEIS_PZ_1100,1373,poor,UNKNOWN SEX,zebra_plains,left
12735,3363,infant,"NNP GZC Car '1WHITE', Person 'C'",0,IBEIS_PZ_0917,1190,good,UNKNOWN SEX,zebra_plains,backright
11760,8999,juveniles - one year old,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0598,871,good,Female,zebra_plains,left
8988,9330,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1,NNP_GIRM_0011,14,ok,Male,giraffe_masai,left
10027,3650,adult,"NNP GZC Car '2RED', Person 'A'",0,NNP_GIRM_0151,273,ok,Male,giraffe_masai,left
17961,4613,infant,"NNP GZC Car '2RED', Person 'C'",1,IBEIS_PZ_1635,1908,ok,UNKNOWN SEX,zebra_plains,left
12187,3514,juveniles- two year old,"NNP GZC Car '25PURPLE', Person 'A'",0,IBEIS_PZ_0774,1047,good,UNKNOWN SEX,zebra_plains,frontleft
11833,9038,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0629,902,poor,UNKNOWN SEX,zebra_plains,backright
11638,8899,infant,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0261,534,poor,UNKNOWN SEX,zebra_plains,left
9633,6953,infant,"NNP GZC Car '6WHITE', Person 'B'",0,____,-9633,poor,UNKNOWN NAME,giraffe_masai,frontleft
8994,3325,juveniles- two year old,"NNP GZC Car '1WHITE', Person 'C'",0,NNP_GIRM_0036,48,ok,Male,giraffe_masai,back
13113,7054,adult,"NNP GZC Car '6WHITE', Person 'B'",0,IBEIS_PZ_0999,1272,good,Male,zebra_plains,backleft
13114,7054,adult,"NNP GZC Car '6WHITE', Person 'B'",1,IBEIS_PZ_1042,1315,ok,UNKNOWN SEX,zebra_plains,left
13115,7054,adult,"NNP GZC Car '6WHITE', Person 'B'",1,IBEIS_PZ_1018,1291,ok,UNKNOWN SEX,zebra_plains,left
10345,7905,adult,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1,IBEIS_PZ_0228,501,good,Male,zebra_plains,left
13835,5670,infant,"NNP GZC Car '4RED', Person 'A'",1,IBEIS_PZ_1867,2140,ok,UNKNOWN SEX,zebra_plains,left
17587,6272,adult,"NNP GZC Car '6RED', Person 'A'",0,IBEIS_PZ_1737,2010,ok,Male,zebra_plains,left
14055,1652,infant,"NNP GZC Car '1PURPLE', Person 'A'",0,IBEIS_PZ_1413,1686,poor,Male,zebra_plains,left
14056,1652,adult,"NNP GZC Car '1PURPLE', Person 'A'",0,IBEIS_PZ_1267,1540,good,Female,zebra_plains,left
14057,1652,adult,"NNP GZC Car '1PURPLE', Person 'A'",0,IBEIS_PZ_1227,1500,ok,Male,zebra_plains,left
14058,1652,adult,"NNP GZC Car '1PURPLE', Person 'A'",0,IBEIS_PZ_1892,2165,poor,Female,zebra_plains,left
14059,1652,adult,"NNP GZC Car '1PURPLE', Person 'A'",0,IBEIS_PZ_1283,1556,poor,Female,zebra_plains,left
14060,1652,adult,"NNP GZC Car '1PURPLE', Person 'A'",0,IBEIS_PZ_1526,1799,poor,Female,zebra_plains,left
13777,6253,adult,"NNP GZC Car '5WHITE', Person 'A'",0,IBEIS_PZ_1133,1406,good,Female,zebra_plains,backleft
12021,9264,infant,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1,IBEIS_PZ_0747,1020,ok,UNKNOWN SEX,zebra_plains,left
14176,756,adult,"NNP GZC Car '14WHITE', Person 'A'",0,IBEIS_PZ_1421,1694,good,Male,zebra_plains,left
14177,756,infant,"NNP GZC Car '14WHITE', Person 'A'",0,____,-14177,ok,UNKNOWN NAME,zebra_plains,front
8831,9156,juveniles- two year old,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,NNP_GIRM_0061,81,ok,Female,giraffe_masai,backleft
12912,5342,infant,"NNP GZC Car '3WHITE', Person 'A'",0,____,-12912,good,UNKNOWN NAME,zebra_plains,right
12166,3536,infant,"NNP GZC Car '25PURPLE', Person 'A'",0,IBEIS_PZ_0777,1050,excellent,UNKNOWN SEX,zebra_plains,right
12167,3536,adult,"NNP GZC Car '25PURPLE', Person 'A'",0,IBEIS_PZ_0784,1057,junk,Female,zebra_plains,left
12307,1372,infant,"NNP GZC Car '1BLUE', Person 'C'",0,____,-12307,ok,UNKNOWN NAME,zebra_plains,right
12308,1372,infant,"NNP GZC Car '1BLUE', Person 'C'",1,IBEIS_PZ_1439,1712,ok,UNKNOWN SEX,zebra_plains,frontleft
18534,3698,adult,"NNP GZC Car '2RED', Person 'A'",0,IBEIS_PZ_1584,1857,good,Female,zebra_plains,left
18535,3698,adult,"NNP GZC Car '2RED', Person 'A'",0,IBEIS_PZ_0027,300,ok,Male,zebra_plains,frontleft
11165,8530,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_1893,2166,ok,Female,zebra_plains,left
11278,8621,infant,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0454,727,poor,Female,zebra_plains,left
11933,9179,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0678,951,poor,Female,zebra_plains,backleft
18406,4560,infant,"NNP GZC Car '2RED', Person 'C'",0,____,-18406,junk,UNKNOWN NAME,zebra_plains,right
18407,4560,infant,"NNP GZC Car '2RED', Person 'C'",0,____,-18407,poor,UNKNOWN NAME,zebra_plains,right
16228,5151,adult,"NNP GZC Car '3RED', Person 'B'",0,IBEIS_PZ_1594,1867,good,Male,zebra_plains,left
17983,4672,infant,"NNP GZC Car '2RED', Person 'C'",0,____,-17983,ok,UNKNOWN NAME,zebra_plains,right
17970,3619,adult,"NNP GZC Car '2RED', Person 'A'",0,IBEIS_PZ_1893,2166,good,Female,zebra_plains,left
17971,3619,infant,"NNP GZC Car '2RED', Person 'A'",0,____,-17971,poor,UNKNOWN NAME,zebra_plains,left
15673,847,adult,"NNP GZC Car '15WHITE', Person 'A'",0,IBEIS_PZ_0519,792,ok,Female,zebra_plains,left
17581,6811,infant,"NNP GZC Car '6RED', Person 'B'",0,____,-17581,poor,UNKNOWN NAME,zebra_plains,left
12802,5490,infant,"NNP GZC Car '3WHITE', Person 'A'",0,____,-12802,ok,UNKNOWN NAME,zebra_plains,frontright
12803,5490,infant,"NNP GZC Car '3WHITE', Person 'A'",1,IBEIS_PZ_1457,1730,excellent,UNKNOWN SEX,zebra_plains,left
15973,5108,adult,"NNP GZC Car '3RED', Person 'A'",0,IBEIS_PZ_1730,2003,ok,Female,zebra_plains,left
10162,7796,adult,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1,IBEIS_PZ_0033,306,good,Female,zebra_plains,left
10163,7796,juveniles - one year old,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1,IBEIS_PZ_0234,507,ok,Male,zebra_plains,left
13740,7214,infant,"NNP GZC Car '7WHITE', Person 'A'",0,____,-13740,good,UNKNOWN NAME,zebra_plains,backleft
13783,6188,adult,"NNP GZC Car '5WHITE', Person 'A'",1,IBEIS_PZ_1114,1387,ok,Female,zebra_plains,frontleft
9484,1052,infant,"NNP GZC Car '15WHITE', Person 'D'",0,____,-9484,poor,UNKNOWN NAME,giraffe_masai,frontright
16791,2725,infant,"NNP GZC Car '1RED', Person 'A'",0,____,-16791,ok,UNKNOWN NAME,zebra_plains,right
16792,2725,infant,"NNP GZC Car '1RED', Person 'A'",1,IBEIS_PZ_1727,2000,ok,UNKNOWN SEX,zebra_plains,left
16793,2725,infant,"NNP GZC Car '1RED', Person 'A'",0,____,-16793,junk,UNKNOWN NAME,zebra_plains,right
16472,7448,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16472,junk,UNKNOWN NAME,zebra_plains,left
16473,7448,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16473,poor,UNKNOWN NAME,zebra_plains,left
16474,7448,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16474,poor,UNKNOWN NAME,zebra_plains,left
16475,7448,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16475,poor,UNKNOWN NAME,zebra_plains,left
16476,7448,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16476,junk,UNKNOWN NAME,zebra_plains,left
16477,7448,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16477,poor,UNKNOWN NAME,zebra_plains,left
16478,7448,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16478,poor,UNKNOWN NAME,zebra_plains,left
16479,7448,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16479,junk,UNKNOWN NAME,zebra_plains,left
16480,7448,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16480,junk,UNKNOWN NAME,zebra_plains,backleft
14401,2237,adult,"NNP GZC Car '1PURPLE', Person 'D'",1,IBEIS_PZ_1703,1976,excellent,Female,zebra_plains,left
13470,6238,adult,"NNP GZC Car '5WHITE', Person 'A'",0,IBEIS_PZ_0443,716,ok,Female,zebra_plains,left
18090,4046,adult,"NNP GZC Car '2RED', Person 'B'",0,IBEIS_PZ_1602,1875,ok,Female,zebra_plains,left
18091,4046,infant,"NNP GZC Car '2RED', Person 'B'",0,____,-18091,ok,UNKNOWN NAME,zebra_plains,backleft
11342,8678,infant,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0478,751,poor,UNKNOWN SEX,zebra_plains,frontleft
9551,4993,infant,"NNP GZC Car '3PURPLE', Person 'B'",0,____,-9551,poor,UNKNOWN NAME,giraffe_masai,frontleft
13621,7234,infant,"NNP GZC Car '7WHITE', Person 'A'",1,IBEIS_PZ_1528,1801,ok,UNKNOWN SEX,zebra_plains,frontleft
13471,6152,adult,"NNP GZC Car '5WHITE', Person 'A'",0,IBEIS_PZ_0386,659,ok,Male,zebra_plains,left
9451,923,infant,"NNP GZC Car '15WHITE', Person 'A'",1,NNP_GIRM_0144,237,good,UNKNOWN SEX,giraffe_masai,right
14995,1542,adult,"NNP GZC Car '1PURPLE', Person 'A'",1,IBEIS_PZ_1248,1521,excellent,Male,zebra_plains,left
14996,1542,juveniles- two year old,"NNP GZC Car '1PURPLE', Person 'A'",0,IBEIS_PZ_1261,1534,good,Female,zebra_plains,left
17531,6317,adult,"NNP GZC Car '6RED', Person 'A'",1,IBEIS_PZ_1751,2024,ok,Female,zebra_plains,left
10033,4813,adult,"NNP GZC Car '2RED', Person 'D'",0,NNP_GIRM_0151,273,ok,Male,giraffe_masai,left
14462,5143,infant,"NNP GZC Car '3RED', Person 'A'",0,____,-14462,poor,UNKNOWN NAME,zebra_plains,left
17081,2632,adult,"NNP GZC Car '1RED', Person 'A'",0,IBEIS_PZ_1687,1960,ok,Female,zebra_plains,left
17082,2632,adult,"NNP GZC Car '1RED', Person 'A'",1,IBEIS_PZ_1730,2003,good,Female,zebra_plains,left
18190,3882,infant,"NNP GZC Car '2RED', Person 'A'",0,____,-18190,ok,UNKNOWN NAME,zebra_plains,right
18039,3963,infant,"NNP GZC Car '2RED', Person 'A'",0,____,-18039,good,UNKNOWN NAME,zebra_plains,backleft
11598,8870,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0396,669,good,Male,zebra_plains,backleft
13801,6182,juveniles- two year old,"NNP GZC Car '5WHITE', Person 'A'",0,IBEIS_PZ_1607,1880,ok,Male,zebra_plains,left
16217,5188,infant,"NNP GZC Car '3RED', Person 'B'",1,IBEIS_PZ_1828,2101,good,UNKNOWN SEX,zebra_plains,left
14181,740,infant,"NNP GZC Car '14WHITE', Person 'A'",0,____,-14181,poor,UNKNOWN NAME,zebra_plains,left
14182,740,infant,"NNP GZC Car '14WHITE', Person 'A'",0,IBEIS_PZ_1210,1483,poor,UNKNOWN SEX,zebra_plains,frontright
14183,740,infant,"NNP GZC Car '14WHITE', Person 'A'",0,____,-14183,ok,UNKNOWN NAME,zebra_plains,back
9307,7282,infant,"NNP GZC Car '7WHITE', Person 'B'",0,____,-9307,good,UNKNOWN NAME,giraffe_masai,right
17294,2584,infant,"NNP GZC Car '1RED', Person 'A'",0,____,-17294,poor,UNKNOWN NAME,zebra_plains,left
14070,2318,adult,"NNP GZC Car '1PURPLE', Person 'D'",0,IBEIS_PZ_0377,650,good,Female,zebra_plains,left
9502,2167,adult,"NNP GZC Car '1PURPLE', Person 'D'",0,NNP_GIRM_0109,156,ok,Female,giraffe_masai,left
9503,2167,infant,"NNP GZC Car '1PURPLE', Person 'D'",0,____,-9503,poor,UNKNOWN NAME,giraffe_masai,left
16805,2670,infant,"NNP GZC Car '1RED', Person 'A'",0,____,-16805,poor,UNKNOWN NAME,zebra_plains,backleft
16806,2670,infant,"NNP GZC Car '1RED', Person 'A'",0,____,-16806,junk,UNKNOWN NAME,zebra_plains,back
14731,2281,infant,"NNP GZC Car '1PURPLE', Person 'D'",0,IBEIS_PZ_0454,727,ok,Female,zebra_plains,left
17596,6668,infant,"NNP GZC Car '6RED', Person 'B'",0,____,-17596,ok,UNKNOWN NAME,zebra_plains,right
16564,7472,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16564,poor,UNKNOWN NAME,zebra_plains,backleft
16565,7472,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16565,ok,UNKNOWN NAME,zebra_plains,front
16566,7472,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16566,ok,UNKNOWN NAME,zebra_plains,back
12616,3241,adult,"NNP GZC Car '1WHITE', Person 'B'",0,IBEIS_PZ_0867,1140,junk,Female,zebra_plains,left
12852,5483,juveniles- two year old,"NNP GZC Car '3WHITE', Person 'A'",1,IBEIS_PZ_1463,1736,ok,Male,zebra_plains,left
18230,4288,juveniles- two year old,"NNP GZC Car '2RED', Person 'B'",0,IBEIS_PZ_1586,1859,ok,Male,zebra_plains,left
18231,4288,adult,"NNP GZC Car '2RED', Person 'B'",0,IBEIS_PZ_0376,649,ok,Male,zebra_plains,left
18232,4288,infant,"NNP GZC Car '2RED', Person 'B'",0,____,-18232,good,UNKNOWN NAME,zebra_plains,right
18703,4306,infant,"NNP GZC Car '2RED', Person 'B'",0,____,-18703,poor,UNKNOWN NAME,zebra_plains,left
18704,4306,infant,"NNP GZC Car '2RED', Person 'B'",0,____,-18704,poor,UNKNOWN NAME,zebra_plains,left
18705,4306,adult,"NNP GZC Car '2RED', Person 'B'",0,IBEIS_PZ_1593,1866,ok,UNKNOWN SEX,zebra_plains,left
17196,2868,infant,"NNP GZC Car '1RED', Person 'B'",0,IBEIS_PZ_1662,1935,ok,Male,zebra_plains,left
9557,5015,juveniles - one year old,"NNP GZC Car '3PURPLE', Person 'B'",0,NNP_GIRM_0115,166,ok,Male,giraffe_masai,left
9368,447,adult,"NNP GZC Car '13WHITE', Person 'A'",1,NNP_GIRM_0142,225,ok,Male,giraffe_masai,left
9369,447,infant,"NNP GZC Car '13WHITE', Person 'A'",0,____,-9369,junk,UNKNOWN NAME,giraffe_masai,left
18321,4425,infant,"NNP GZC Car '2RED', Person 'C'",0,____,-18321,ok,UNKNOWN NAME,zebra_plains,backright
18322,4425,infant,"NNP GZC Car '2RED', Person 'C'",0,____,-18322,poor,UNKNOWN NAME,zebra_plains,back
17712,6397,infant,"NNP GZC Car '6RED', Person 'A'",1,IBEIS_PZ_1759,2032,ok,UNKNOWN SEX,zebra_plains,left
9071,9164,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,NNP_GIRM_0017,20,excellent,Male,giraffe_masai,front
11105,8481,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_1614,1887,good,Female,zebra_plains,left
9731,1263,infant,"NNP GZC Car '1BLUE', Person 'A'",0,____,-9731,good,UNKNOWN NAME,giraffe_masai,right
11970,9204,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1,IBEIS_PZ_0701,974,good,UNKNOWN SEX,zebra_plains,left
14019,1725,adult,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_1231,1504,good,Male,zebra_plains,left
9237,2106,adult,"NNP GZC Car '1PURPLE', Person 'D'",0,NNP_GIRM_0109,156,ok,Female,giraffe_masai,left
9238,2106,infant,"NNP GZC Car '1PURPLE', Person 'D'",0,____,-9238,ok,UNKNOWN NAME,giraffe_masai,front
12920,5338,infant,"NNP GZC Car '3WHITE', Person 'A'",0,____,-12920,ok,UNKNOWN NAME,zebra_plains,backright
12921,5338,infant,"NNP GZC Car '3WHITE', Person 'A'",0,____,-12921,ok,UNKNOWN NAME,zebra_plains,backright
12922,5338,juveniles- two year old,"NNP GZC Car '3WHITE', Person 'A'",1,IBEIS_PZ_0271,544,good,Female,zebra_plains,left
12923,5338,infant,"NNP GZC Car '3WHITE', Person 'A'",0,____,-12923,good,UNKNOWN NAME,zebra_plains,backright
14365,1828,adult,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_1275,1548,good,Male,zebra_plains,left
14366,1828,adult,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_1276,1549,ok,Male,zebra_plains,left
14488,5142,infant,"NNP GZC Car '3RED', Person 'A'",0,____,-14488,poor,UNKNOWN NAME,zebra_plains,left
14489,5142,adult,"NNP GZC Car '3RED', Person 'A'",1,IBEIS_PZ_1852,2125,good,Female,zebra_plains,left
17474,6446,juveniles - one year old,"NNP GZC Car '6RED', Person 'B'",1,IBEIS_PZ_1779,2052,ok,UNKNOWN SEX,zebra_plains,left
17276,2777,infant,"NNP GZC Car '1RED', Person 'B'",0,____,-17276,poor,UNKNOWN NAME,zebra_plains,left
13436,33,infant,"NNP GZC Car '10WHITE', Person 'A'",0,____,-13436,good,UNKNOWN NAME,zebra_plains,backright
11776,9011,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1,IBEIS_PZ_0618,891,good,Female,zebra_plains,left
15935,5170,adult,"NNP GZC Car '3RED', Person 'B'",0,IBEIS_PZ_1823,2096,excellent,Male,zebra_plains,left
15936,5170,infant,"NNP GZC Car '3RED', Person 'B'",0,____,-15936,junk,UNKNOWN NAME,zebra_plains,left
18738,4215,infant,"NNP GZC Car '2RED', Person 'B'",0,____,-18738,poor,UNKNOWN NAME,zebra_plains,left
12786,5352,infant,"NNP GZC Car '3WHITE', Person 'A'",0,____,-12786,poor,UNKNOWN NAME,zebra_plains,left
12787,5352,infant,"NNP GZC Car '3WHITE', Person 'A'",0,____,-12787,poor,UNKNOWN NAME,zebra_plains,back
12788,5352,infant,"NNP GZC Car '3WHITE', Person 'A'",0,____,-12788,good,UNKNOWN NAME,zebra_plains,right
12789,5352,infant,"NNP GZC Car '3WHITE', Person 'A'",0,____,-12789,ok,UNKNOWN NAME,zebra_plains,right
14589,1478,adult,"NNP GZC Car '1PURPLE', Person 'A'",0,IBEIS_PZ_1231,1504,ok,Male,zebra_plains,left
9950,2824,adult,"NNP GZC Car '1RED', Person 'B'",0,NNP_GIRM_0146,241,ok,Female,giraffe_masai,frontleft
17799,6741,adult,"NNP GZC Car '6RED', Person 'B'",1,IBEIS_PZ_0970,1243,ok,Female,zebra_plains,left
9829,5386,infant,"NNP GZC Car '3WHITE', Person 'A'",0,____,-9829,excellent,UNKNOWN NAME,giraffe_masai,right
13545,6245,adult,"NNP GZC Car '5WHITE', Person 'A'",1,IBEIS_PZ_1352,1625,ok,Male,zebra_plains,left
12649,3201,infant,"NNP GZC Car '1WHITE', Person 'B'",0,IBEIS_PZ_0068,341,good,Male,zebra_plains,left
14132,797,adult,"NNP GZC Car '14WHITE', Person 'A'",0,IBEIS_PZ_1531,1804,ok,Male,zebra_plains,left
18646,4804,adult,"NNP GZC Car '2RED', Person 'D'",0,IBEIS_PZ_1587,1860,excellent,Male,zebra_plains,left
10229,7838,adult,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",0,IBEIS_PZ_0037,310,good,Male,zebra_plains,left
13288,358,adult,"NNP GZC Car '12WHITE', Person 'A'",1,IBEIS_PZ_1491,1764,good,Male,zebra_plains,left
15873,871,infant,"NNP GZC Car '15WHITE', Person 'A'",0,IBEIS_PZ_1383,1656,ok,UNKNOWN SEX,zebra_plains,right
9863,5573,adult,"NNP GZC Car '3WHITE', Person 'A'",1,NNP_GIRM_0076,100,excellent,Female,giraffe_masai,left
13355,1204,juveniles - one year old,"NNP GZC Car '17WHITE', Person 'C'",1,IBEIS_PZ_1855,2128,good,Male,zebra_plains,left
15402,524,adult,"NNP GZC Car '13WHITE', Person 'B'",1,IBEIS_PZ_0906,1179,good,Male,zebra_plains,left
13851,5698,infant,"NNP GZC Car '4RED', Person 'A'",0,____,-13851,poor,UNKNOWN NAME,zebra_plains,left
13369,1194,infant,"NNP GZC Car '17WHITE', Person 'C'",0,____,-13369,poor,UNKNOWN NAME,zebra_plains,right
13370,1194,infant,"NNP GZC Car '17WHITE', Person 'C'",0,____,-13370,ok,UNKNOWN NAME,zebra_plains,right
10633,8081,juveniles - one year old,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1,IBEIS_PZ_0137,410,ok,Male,zebra_plains,left
9161,1143,adult,"NNP GZC Car '16WHITE', Person 'A'",0,NNP_GIRM_0111,158,ok,Male,giraffe_masai,left
11162,8527,juveniles - one year old,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0234,507,poor,Male,zebra_plains,left
9823,5554,infant,"NNP GZC Car '3WHITE', Person 'A'",0,____,-9823,ok,UNKNOWN NAME,giraffe_masai,backright
9824,5554,infant,"NNP GZC Car '3WHITE', Person 'A'",0,____,-9824,ok,UNKNOWN NAME,giraffe_masai,back
16060,456,infant,"NNP GZC Car '13WHITE', Person 'A'",0,IBEIS_PZ_0884,1157,ok,Female,zebra_plains,left
16061,456,infant,"NNP GZC Car '13WHITE', Person 'A'",0,____,-16061,ok,UNKNOWN NAME,zebra_plains,backleft
18769,3989,infant,"NNP GZC Car '2RED', Person 'A'",1,IBEIS_PZ_1656,1929,ok,UNKNOWN SEX,zebra_plains,left
18770,3989,juveniles - one year old,"NNP GZC Car '2RED', Person 'A'",1,IBEIS_PZ_1634,1907,ok,UNKNOWN SEX,zebra_plains,left
15523,330,adult,"NNP GZC Car '11WHITE', Person 'A'",0,IBEIS_PZ_0769,1042,ok,Female,zebra_plains,left
14018,2378,adult,"NNP GZC Car '1PURPLE', Person 'D'",1,IBEIS_PZ_1284,1557,good,Female,zebra_plains,left
10583,8052,adult,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1,IBEIS_PZ_0079,352,good,Female,zebra_plains,left
13326,1168,infant,"NNP GZC Car '17WHITE', Person 'A'",0,____,-13326,junk,UNKNOWN NAME,zebra_plains,frontleft
12147,3545,infant,"NNP GZC Car '25PURPLE', Person 'A'",1,IBEIS_PZ_0801,1074,good,UNKNOWN SEX,zebra_plains,left
8955,8348,juveniles - one year old,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",0,NNP_GIRM_0035,47,excellent,Male,giraffe_masai,right
16723,3034,infant,"NNP GZC Car '1RED', Person 'B'",0,____,-16723,poor,UNKNOWN NAME,zebra_plains,left
11594,8866,juveniles - one year old,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0405,678,poor,UNKNOWN SEX,zebra_plains,left
13909,2565,infant,"NNP GZC Car '1RED', Person 'A'",0,____,-13909,poor,UNKNOWN NAME,zebra_plains,left
9982,2804,juveniles - one year old,"NNP GZC Car '1RED', Person 'B'",1,NNP_GIRM_0115,166,excellent,Male,giraffe_masai,left
13893,2611,adult,"NNP GZC Car '1RED', Person 'A'",1,IBEIS_PZ_1719,1992,ok,UNKNOWN SEX,zebra_plains,left
15836,1897,infant,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_0410,683,poor,Female,zebra_plains,left
15837,1897,adult,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_1293,1566,good,Female,zebra_plains,left
15838,1897,adult,"NNP GZC Car '1PURPLE', Person 'B'",1,IBEIS_PZ_0508,781,good,Male,zebra_plains,left
15839,1897,adult,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_1277,1550,ok,Male,zebra_plains,left
18253,4040,adult,"NNP GZC Car '2RED', Person 'B'",0,IBEIS_PZ_1602,1875,good,Female,zebra_plains,left
16624,7477,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16624,good,UNKNOWN NAME,zebra_plains,right
16625,7477,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16625,poor,UNKNOWN NAME,zebra_plains,backright
15271,1817,adult,"NNP GZC Car '1PURPLE', Person 'B'",1,IBEIS_PZ_0571,844,excellent,Male,zebra_plains,left
10980,8385,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0521,794,poor,Female,zebra_plains,left
10981,8385,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0511,784,poor,Female,zebra_plains,left
10982,8385,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0372,645,poor,Male,zebra_plains,left
18249,3602,adult,"NNP GZC Car '2RED', Person 'A'",0,IBEIS_PZ_1594,1867,ok,Male,zebra_plains,left
15803,2357,adult,"NNP GZC Car '1PURPLE', Person 'D'",0,IBEIS_PZ_1293,1566,poor,Female,zebra_plains,backleft
15804,2357,infant,"NNP GZC Car '1PURPLE', Person 'D'",0,IBEIS_PZ_0410,683,ok,Female,zebra_plains,left
15805,2357,adult,"NNP GZC Car '1PURPLE', Person 'D'",0,IBEIS_PZ_1212,1485,ok,Female,zebra_plains,left
15806,2357,juveniles- two year old,"NNP GZC Car '1PURPLE', Person 'D'",1,IBEIS_PZ_1351,1624,ok,Female,zebra_plains,left
18200,4279,infant,"NNP GZC Car '2RED', Person 'B'",0,____,-18200,ok,UNKNOWN NAME,zebra_plains,backright
18201,4279,infant,"NNP GZC Car '2RED', Person 'B'",0,____,-18201,junk,UNKNOWN NAME,zebra_plains,backright
18202,4279,infant,"NNP GZC Car '2RED', Person 'B'",0,____,-18202,ok,UNKNOWN NAME,zebra_plains,backright
