GID,share
898,1.0
8980,1.0
8981,1.0
8982,1.0
8983,1.0
8984,1.0
8985,1.0
8986,1.0
8987,1.0
8988,1.0
8989,1.0
899,1.0
8990,1.0
8991,1.0
8992,1.0
8993,1.0
8994,1.0
8995,1.0
8996,1.0
8997,1.0
8998,1.0
8999,1.0
9,1.0
900,1.0
9000,1.0
9001,1.0
9003,1.0
9004,1.0
9005,1.0
9006,1.0
9007,1.0
9008,1.0
9009,1.0
901,1.0
9010,1.0
9011,1.0
9012,1.0
9013,1.0
9014,1.0
9015,1.0
9016,0.0
9017,1.0
9018,1.0
9019,0.0
902,1.0
9021,1.0
9022,1.0
9023,1.0
9024,1.0
9025,1.0
9027,1.0
9028,1.0
9029,1.0
903,1.0
9030,1.0
9031,1.0
9032,0.0
9033,1.0
9034,1.0
9035,1.0
9036,1.0
9037,1.0
9038,1.0
9039,1.0
9040,1.0
9041,1.0
9042,1.0
9043,1.0
9044,1.0
9045,1.0
9046,1.0
9047,1.0
9048,1.0
9050,1.0
9051,1.0
9052,1.0
9053,1.0
9054,1.0
9055,1.0
9057,1.0
9058,1.0
9059,1.0
9060,1.0
9061,1.0
9062,1.0
9063,1.0
9064,1.0
9065,1.0
9067,1.0
9068,1.0
9069,1.0
9070,1.0
9071,1.0
9072,1.0
9073,1.0
9074,1.0
9075,1.0
9076,1.0
9077,1.0
9078,1.0
9079,1.0
9080,1.0
9081,1.0
9082,0.0
9083,0.0
9084,0.0
9085,0.0
9086,1.0
9088,1.0
9089,1.0
9090,1.0
9091,1.0
9097,1.0
9098,1.0
9099,1.0
9101,1.0
9102,1.0
9103,1.0
9104,1.0
9105,1.0
9106,0.0
9107,1.0
9108,1.0
9109,1.0
9110,1.0
9111,1.0
9114,1.0
9115,1.0
9116,1.0
9117,1.0
9118,1.0
9119,1.0
912,1.0
9120,1.0
9121,1.0
9122,1.0
9123,1.0
9124,1.0
9125,1.0
9126,1.0
9127,1.0
9128,1.0
9129,1.0
913,1.0
9130,1.0
9131,1.0
9132,1.0
9133,1.0
9135,1.0
9136,0.0
9137,1.0
9138,1.0
914,1.0
9141,0.0
9142,1.0
9143,1.0
9144,0.0
9145,1.0
9146,0.0
9147,0.0
9148,0.0
9149,1.0
915,0.0
9150,1.0
9151,1.0
9152,1.0
9153,1.0
9154,1.0
9156,1.0
9157,1.0
9158,1.0
9159,1.0
916,1.0
9160,1.0
9161,1.0
9162,1.0
9163,1.0
9164,1.0
9165,1.0
9166,1.0
9167,1.0
9168,1.0
9169,1.0
9170,1.0
9171,1.0
9172,1.0
9173,1.0
9174,1.0
9175,1.0
9176,1.0
9177,1.0
9179,0.0
9180,1.0
9181,0.0
9182,1.0
9183,0.0
9190,1.0
9191,1.0
9192,1.0
9193,1.0
9194,1.0
9195,1.0
9196,1.0
9197,1.0
9198,1.0
9199,0.0
9200,1.0
9201,1.0
9202,0.0
9204,0.0
9206,1.0
9207,1.0
9208,1.0
9209,1.0
921,1.0
9211,0.0
9212,1.0
9213,1.0
9215,1.0
9216,1.0
9219,1.0
922,1.0
9220,1.0
9221,1.0
9222,1.0
9223,1.0
9224,1.0
9225,1.0
9226,1.0
9227,1.0
9228,1.0
923,1.0
9230,1.0
9231,1.0
9232,1.0
9233,0.0
9234,1.0
9235,0.0
9236,1.0
9237,1.0
9238,1.0
9239,1.0
9240,1.0
9241,1.0
9242,1.0
9245,1.0
9246,1.0
9247,1.0
9248,1.0
9249,1.0
925,1.0
9250,1.0
9251,1.0
9252,1.0
9254,1.0
9255,1.0
9256,1.0
9257,1.0
9259,1.0
926,1.0
9260,1.0
9261,1.0
9262,1.0
9263,1.0
9264,1.0
9265,1.0
9266,1.0
9267,1.0
9268,1.0
9269,1.0
927,1.0
9270,1.0
9271,1.0
9273,1.0
9274,1.0
9275,1.0
9276,1.0
9277,1.0
9278,1.0
9279,1.0
928,1.0
9280,1.0
9281,1.0
9282,1.0
9283,1.0
9284,1.0
9285,1.0
9286,1.0
9287,1.0
9288,1.0
9289,1.0
929,1.0
9290,1.0
9291,1.0
9292,1.0
9293,1.0
9294,1.0
9295,1.0
9296,1.0
9297,1.0
9299,1.0
9300,1.0
9301,1.0
9302,1.0
9303,1.0
9304,1.0
9305,1.0
9306,1.0
9307,0.0
9308,0.0
9309,1.0
9310,1.0
9311,1.0
9312,1.0
9313,1.0
9315,1.0
9316,0.0
9317,1.0
9318,1.0
9319,1.0
9320,1.0
9321,1.0
9322,1.0
9323,1.0
9325,1.0
9326,1.0
9327,1.0
9328,1.0
9329,1.0
9330,1.0
9331,1.0
9332,1.0
9333,1.0
9334,1.0
9335,1.0
9336,1.0
9337,1.0
9338,1.0
9339,1.0
934,1.0
9340,1.0
9341,1.0
9342,1.0
9343,1.0
9344,1.0
9345,1.0
9346,1.0
9347,1.0
9348,1.0
9349,1.0
935,0.0
9350,1.0
9351,1.0
9352,1.0
9353,1.0
9354,1.0
9355,1.0
9356,1.0
9357,1.0
9358,1.0
9359,1.0
936,1.0
9360,1.0
9361,1.0
9362,1.0
9363,1.0
9364,1.0
9366,1.0
9367,1.0
9368,1.0
9369,1.0
937,1.0
9373,1.0
9374,1.0
9375,1.0
9376,1.0
9377,1.0
9378,1.0
9379,1.0
9380,1.0
9381,1.0
9382,1.0
9383,1.0
9384,1.0
9385,1.0
9389,1.0
939,1.0
9390,1.0
9391,1.0
9392,1.0
9393,1.0
9394,1.0
9395,1.0
9396,1.0
9397,1.0
9398,1.0
9399,1.0
9400,0.0
9401,1.0
9402,1.0
9403,1.0
9404,1.0
9405,1.0
941,1.0
942,1.0
943,1.0
944,1.0
945,1.0
946,1.0
947,1.0
948,1.0
952,1.0
954,1.0
955,1.0
956,1.0
957,1.0
962,1.0
963,1.0
965,1.0
967,1.0
968,1.0
975,0.0
976,1.0
977,0.0
978,1.0
979,1.0
980,1.0
981,1.0
982,1.0
983,1.0
990,1.0
999,1.0
