num_images,all_bayesian_sparse,giraffes_bayesian_sparse,zebras_bayesian_sparse,all_bayesian_non_sparse,giraffes_bayesian_non_sparse,zebras_bayesian_non_sparse,all_bayesian_non_zero,giraffes_bayesian_non_zero,zebras_bayesian_non_zero,all_bayesian_abv_mean,giraffes_bayesian_abv_mean,zebras_bayesian_abv_mean,all_logistic_sparse,giraffes_logistic_sparse,zebras_logistic_sparse,all_logistic_non_sparse,giraffes_logistic_non_sparse,zebras_logistic_non_sparse,all_logistic_non_zero,giraffes_logistic_non_zero,zebras_logistic_non_zero,all_logistic_abv_mean,giraffes_logistic_abv_mean,zebras_logistic_abv_mean,all_svm_sparse,giraffes_svm_sparse,zebras_svm_sparse,all_svm_non_sparse,giraffes_svm_non_sparse,zebras_svm_non_sparse,all_svm_non_zero,giraffes_svm_non_zero,zebras_svm_non_zero,all_svm_abv_mean,giraffes_svm_abv_mean,zebras_svm_abv_mean,all_dtree_sparse,giraffes_dtree_sparse,zebras_dtree_sparse,all_dtree_non_sparse,giraffes_dtree_non_sparse,zebras_dtree_non_sparse,all_dtree_non_zero,giraffes_dtree_non_zero,zebras_dtree_non_zero,all_dtree_abv_mean,giraffes_dtree_abv_mean,zebras_dtree_abv_mean,all_random_forests_sparse,giraffes_random_forests_sparse,zebras_random_forests_sparse,all_random_forests_non_sparse,giraffes_random_forests_non_sparse,zebras_random_forests_non_sparse,all_random_forests_non_zero,giraffes_random_forests_non_zero,zebras_random_forests_non_zero,all_random_forests_abv_mean,giraffes_random_forests_abv_mean,zebras_random_forests_abv_mean,all_ada_boost_sparse,giraffes_ada_boost_sparse,zebras_ada_boost_sparse,all_ada_boost_non_sparse,giraffes_ada_boost_non_sparse,zebras_ada_boost_non_sparse,all_ada_boost_non_zero,giraffes_ada_boost_non_zero,zebras_ada_boost_non_zero,all_ada_boost_abv_mean,giraffes_ada_boost_abv_mean,zebras_ada_boost_abv_mean,all_bayesian_sparse_err,giraffes_bayesian_sparse_err,zebras_bayesian_sparse_err,all_bayesian_non_sparse_err,giraffes_bayesian_non_sparse_err,zebras_bayesian_non_sparse_err,all_bayesian_non_zero_err,giraffes_bayesian_non_zero_err,zebras_bayesian_non_zero_err,all_bayesian_abv_mean_err,giraffes_bayesian_abv_mean_err,zebras_bayesian_abv_mean_err,all_logistic_sparse_err,giraffes_logistic_sparse_err,zebras_logistic_sparse_err,all_logistic_non_sparse_err,giraffes_logistic_non_sparse_err,zebras_logistic_non_sparse_err,all_logistic_non_zero_err,giraffes_logistic_non_zero_err,zebras_logistic_non_zero_err,all_logistic_abv_mean_err,giraffes_logistic_abv_mean_err,zebras_logistic_abv_mean_err,all_svm_sparse_err,giraffes_svm_sparse_err,zebras_svm_sparse_err,all_svm_non_sparse_err,giraffes_svm_non_sparse_err,zebras_svm_non_sparse_err,all_svm_non_zero_err,giraffes_svm_non_zero_err,zebras_svm_non_zero_err,all_svm_abv_mean_err,giraffes_svm_abv_mean_err,zebras_svm_abv_mean_err,all_dtree_sparse_err,giraffes_dtree_sparse_err,zebras_dtree_sparse_err,all_dtree_non_sparse_err,giraffes_dtree_non_sparse_err,zebras_dtree_non_sparse_err,all_dtree_non_zero_err,giraffes_dtree_non_zero_err,zebras_dtree_non_zero_err,all_dtree_abv_mean_err,giraffes_dtree_abv_mean_err,zebras_dtree_abv_mean_err,all_random_forests_sparse_err,giraffes_random_forests_sparse_err,zebras_random_forests_sparse_err,all_random_forests_non_sparse_err,giraffes_random_forests_non_sparse_err,zebras_random_forests_non_sparse_err,all_random_forests_non_zero_err,giraffes_random_forests_non_zero_err,zebras_random_forests_non_zero_err,all_random_forests_abv_mean_err,giraffes_random_forests_abv_mean_err,zebras_random_forests_abv_mean_err,all_ada_boost_sparse_err,giraffes_ada_boost_sparse_err,zebras_ada_boost_sparse_err,all_ada_boost_non_sparse_err,giraffes_ada_boost_non_sparse_err,zebras_ada_boost_non_sparse_err,all_ada_boost_non_zero_err,giraffes_ada_boost_non_zero_err,zebras_ada_boost_non_zero_err,all_ada_boost_abv_mean_err,giraffes_ada_boost_abv_mean_err,zebras_ada_boost_abv_mean_err
24,3328.8,0.0,3233.9,3572.666666666666,0.0,3480.666666666666,3584.0,0.0,3480.0,3706.777777777778,0.0,3601.333333333333,3082.5,32.0,3287.142857142857,3243.333333333333,29.0,3441.375,2478.0,30.0,2582.8888888888887,3043.333333333333,31.0,3201.25,3227.625,0.0,3106.5,4530.0,0.0,4360.0,3171.0,0.0,3052.0,2517.769230769231,0.0,2424.923076923077,2822.5263157894733,58.33333333333334,3009.0,2722.6363636363635,156.0,2569.0476190476197,2482.0,84.0,2544.8888888888887,2280.708333333333,51.0,2277.090909090909,3097.777777777778,37.0,3199.25,2760.8,0.0,2599.6,2742.5454545454545,60.0,2765.0,2843.214285714286,0.0,2693.928571428572,2034.2666666666669,35.0,2146.3846153846152,3182.666666666666,38.0,4252.5,2149.714285714286,35.0,2292.5,2481.769230769231,68.0,2468.75,8.044198895027618,100.0,6.750288350634369,1.3075506445672358,100.0,-0.36524413687041696,0.9944751381215469,100.0,-0.34602076124567477,-2.3971761817065698,100.0,-3.844675124951933,14.848066298342541,81.92090395480226,5.215027187345534,10.40515653775323,83.61581920903954,0.7677335640138409,31.546961325966848,83.05084745762711,25.522235037805977,15.930018416206268,82.48587570621469,7.691753171856978,10.839088397790054,100.0,10.423875432525952,-25.138121546961322,100.0,-25.72087658592849,12.403314917127071,100.0,11.995386389850058,30.44836379090522,100.0,30.077189246739415,22.029659784821177,67.04331450094162,13.23529411764706,24.78905072827725,11.864406779661017,25.921348931729536,31.436464088397788,52.54237288135593,26.617967448417282,36.99700736648251,71.1864406779661,34.33993918422984,14.426028238182932,79.09604519774011,7.749423298731258,23.734806629834246,100.0,25.040369088812,24.239075841285786,66.10169491525424,20.271049596309112,21.45816890292028,100.0,22.32039874773437,43.80478821362799,80.22598870056497,38.10886345488422,12.08103130755066,78.53107344632768,-22.621107266435985,40.61562746645619,80.22598870056497,33.89561707035755,31.442838929026767,61.5819209039548,28.813437139561707
25,3233.4545454545455,0.0,3136.7272727272725,3763.0,0.0,3660.444444444444,3910.0,0.0,3782.5,3556.8,0.0,3450.4,3323.25,32.0,3551.714285714286,3003.0,29.0,3151.0,2582.5454545454545,31.0,2666.4,3305.555555555556,32.0,3475.875,3487.5,0.0,3360.0,3571.714285714286,0.0,3440.5714285714284,3444.125,0.0,3318.75,2603.076923076923,0.0,2503.384615384615,2953.947368421052,70.0,3131.1875,2852.090909090909,156.0,2698.0,2453.0,84.0,2502.0,2351.44,54.0,2334.3478260869565,2449.5,37.0,2460.3636363636365,2912.0,0.0,2746.2,2886.0,64.0,2916.0,2955.4285714285716,0.0,2797.714285714286,2082.933333333333,35.0,2201.0,3159.5,38.0,4041.142857142857,2201.1428571428573,35.0,2350.833333333333,2580.0,74.0,2552.333333333333,10.678051230537417,100.0,9.55227010590333,-3.9502762430939224,100.0,-5.54914776368062,-8.011049723756905,100.0,-9.068627450980392,1.745856353591155,100.0,0.5074971164936537,8.197513812154696,81.92090395480226,-2.4139067391662565,17.044198895027623,83.61581920903954,9.140715109573241,28.658965344048216,82.48587570621469,23.11418685121107,8.68631062001226,81.92090395480226,-0.22707612456747406,3.660220994475138,100.0,3.114186851211073,1.3338595106550888,100.0,0.7909045971329746,4.858425414364641,100.0,4.303633217993079,28.091797705057377,100.0,27.81474580782541,18.399243966269278,60.451977401129945,9.71200980392157,21.212958312405828,11.864406779661017,22.202998846597463,32.23756906077348,52.54237288135593,27.85467128027682,35.04309392265193,69.49152542372882,32.68893235043378,32.334254143646405,79.09604519774011,29.05525846702317,19.558011049723756,100.0,20.81314878892734,20.276243093922652,63.84180790960452,15.916955017301039,18.358326756116806,100.0,19.327731092436974,42.46040515653776,80.22598870056497,36.53402537485582,12.72099447513812,78.53107344632768,-16.526610644257694,39.19494869771112,80.22598870056497,32.21357170319109,28.7292817679558,58.19209039548023,26.403306420607468
26,3339.0,0.0,3241.0,3577.0,0.0,3482.1,3889.111111111111,0.0,3765.777777777778,3720.6,0.0,3611.4,2937.6,32.0,3059.666666666666,3189.6,29.0,3352.777777777778,2853.818181818182,32.0,2946.5,3496.0,37.0,3647.625,3675.25,0.0,3538.0,2772.4,0.0,2673.8,3607.5,0.0,3480.0,2656.5,0.0,2557.5,2862.5,72.0,3003.0,3005.8636363636365,164.0,2837.857142857143,2423.583333333333,86.33333333333331,2445.714285714286,2446.2,55.5,2427.6521739130435,2586.0,38.0,2601.181818181818,2977.818181818182,54.0,3048.8,3141.2727272727275,64.0,3184.4,3128.5714285714284,0.0,2964.285714285714,2200.0,35.0,2330.384615384615,2978.181818181818,42.0,3639.75,2357.142857142857,35.0,2524.583333333333,2298.0625,57.0,2371.428571428572,7.762430939226519,100.0,6.5455594002306805,1.1878453038674033,100.0,-0.4065743944636652,-7.4340085942295815,100.0,-8.586441112392672,-2.779005524861876,100.0,-4.134948096885815,18.85082872928177,81.92090395480226,11.774317570165339,11.88950276243094,83.61581920903954,3.322440087145968,21.165243596182815,81.92090395480226,15.037485582468282,3.4254143646408837,79.09604519774011,-5.179498269896194,-1.526243093922652,100.0,-2.0184544405997693,23.414364640883974,100.0,22.900807381776236,0.34530386740331487,100.0,-0.34602076124567477,26.616022099447513,100.0,26.25432525951557,20.925414364640883,59.32203389830509,13.408304498269896,16.96509291813159,7.344632768361582,18.17020926017465,33.05018416206262,51.224105461393606,29.477673422310097,32.425414364640886,68.64406779661017,29.998495561907628,28.56353591160221,78.53107344632768,24.994757261193254,17.739829231541933,69.49152542372882,12.0876585928489,13.224510296333493,63.84180790960452,8.177623990772776,13.575374901341755,100.0,14.524633382764872,39.22651933701657,80.22598870056497,32.80321178245055,17.729784028126574,76.27118644067797,-4.95242214532872,34.88555643251776,80.22598870056497,27.20347943098809,36.51761049723757,67.79661016949153,31.61970670621188
27,3541.818181818182,0.0,3440.0,3475.2727272727275,0.0,3385.4545454545455,4095.555555555556,0.0,3968.888888888889,3084.4615384615386,0.0,2996.1538461538457,3159.5,33.0,3290.0,3240.0,30.0,3400.1111111111113,3203.090909090909,34.0,3299.4,3129.0,37.0,3199.6,3858.75,0.0,3709.125,2313.076923076923,0.0,2227.230769230769,3850.875,0.0,3709.125,2717.0,0.0,2596.0,2915.714285714286,76.0,3031.1111111111113,3128.7272727272725,172.0,2946.666666666666,2445.84,70.0,2567.809523809524,2476.923076923077,55.5,2454.583333333333,2476.384615384615,40.0,2466.0,3167.181818181818,54.0,3249.4,2832.1538461538457,33.0,3083.6363636363635,2966.666666666666,0.0,2813.333333333333,2334.8,35.0,2478.769230769231,3015.833333333333,42.0,3593.1111111111113,2501.5714285714284,35.0,2685.333333333333,2383.5,58.5,2458.928571428572,2.159718734304365,100.0,0.8073817762399077,3.9979909593169203,100.0,2.380203418265701,-13.136893799877239,100.0,-14.443162886069468,14.793880152996172,100.0,13.605713778724171,12.72099447513812,81.35593220338983,5.132641291810842,10.497237569060772,83.05084745762711,1.9575804177880245,11.516825715720744,80.7909604519774,4.861591695501727,13.563535911602209,79.09604519774011,7.739331026528261,-6.595303867403314,100.0,-6.952854671280277,36.102847428814286,100.0,35.77765948008163,-6.377762430939226,100.0,-6.952854671280277,24.944751381215468,100.0,25.1441753171857,19.455406471981053,57.06214689265536,12.597718826092523,13.571069814163742,2.824858757062147,15.03267973856211,32.43535911602209,60.451977401129945,25.95704948646125,31.576710582235435,68.64406779661017,29.22193387158786,31.591585210369754,77.40112994350282,28.89273356401384,12.508789552988452,69.49152542372882,6.303344867358706,21.763705907352325,81.35593220338983,11.083149837475101,18.04788213627994,100.0,18.877354863514043,35.50276243093922,80.22598870056497,28.524531984739593,16.68968692449356,76.27118644067797,-3.607586825579911,30.89581689029203,80.22598870056497,22.568242983467904,34.15745856353591,66.94915254237289,29.09663865546217
28,3388.5,0.0,3294.0,3723.636363636364,0.0,3621.818181818182,4205.333333333333,0.0,4078.666666666666,2982.0714285714284,0.0,2899.0714285714284,3350.4545454545455,34.0,3456.0,2990.166666666666,31.0,3081.4545454545455,3328.3636363636365,34.0,3432.0,3098.25,37.0,3149.090909090909,3699.888888888889,0.0,3558.444444444445,2182.4,32.0,2214.6428571428573,3589.444444444445,0.0,3452.222222222222,2666.6666666666665,0.0,2549.333333333333,2895.7727272727275,78.0,2987.842105263158,3146.608695652174,172.0,2965.090909090909,2555.52,71.75,2684.5238095238096,2577.846153846154,57.0,2554.125,2648.3076923076924,42.0,2631.25,3265.4545454545455,54.0,3354.0,2956.0769230769233,33.0,3225.2727272727275,3070.4,0.0,2915.5333333333333,2321.625,35.0,2445.714285714286,3140.25,42.0,3749.333333333334,2476.4,35.0,2633.846153846154,2470.3125,58.5,2553.714285714286,6.3950276243093915,100.0,5.017301038062284,-2.86288297338022,100.0,-4.435357030512745,-16.169429097605885,100.0,-17.608612072279875,17.622336227308605,100.0,16.40509144834405,7.446007031642389,80.7909604519774,0.34602076124567477,17.39871086556171,82.48587570621469,11.146062703156128,8.056253139126063,80.7909604519774,1.0380622837370241,14.412983425414364,79.09604519774011,9.195763867044146,-2.2068753836709707,100.0,-2.6079712930924104,39.712707182320436,81.92090395480226,36.140632723677705,0.8440761203192044,100.0,0.4549532231193145,26.335174953959488,100.0,26.489811610918885,20.0062782521346,55.932203389830505,13.845383354580221,13.07710785491232,2.824858757062147,14.501415539477826,29.40552486187845,59.463276836158194,22.591585653869387,28.788780280492986,67.79661016949153,26.35164359861592,26.84232894177645,76.27118644067797,24.12773933102653,9.794073329984931,69.49152542372882,3.28719723183391,18.340416489587753,81.35593220338983,6.999056307014778,15.182320441988946,100.0,15.93041138023837,35.866712707182316,80.22598870056497,29.477673422310097,13.252762430939226,76.27118644067797,-8.112264513648615,31.59116022099447,80.22598870056497,24.052879070180108,31.759323204419886,66.94915254237289,26.363486571099028
29,3563.0,0.0,3458.0,3532.833333333333,0.0,3437.166666666666,4441.555555555556,0.0,4309.88888888889,2981.2,0.0,2900.0,3566.181818181818,34.0,3685.2,2990.769230769231,35.0,3040.0,3604.181818181818,34.0,3723.0,3300.833333333333,37.0,3360.0,3635.2,0.0,3493.2,2333.333333333333,32.0,2370.642857142857,3592.6,0.0,3450.6,2714.25,0.0,2598.75,3064.318181818182,80.0,3164.0,3110.375,172.0,2931.521739130435,2613.538461538461,73.5,2730.0,2610.615384615385,57.0,2588.875,2768.642857142857,44.0,2731.230769230769,3414.181818181818,54.0,3512.0,3013.5384615384614,33.0,3291.5454545454545,3293.066666666666,0.0,3116.4,2315.0,35.0,2423.6,3368.416666666666,42.0,4035.555555555556,2430.75,35.0,2565.428571428572,2607.0,58.5,2701.785714285714,1.5745856353591159,100.0,0.28835063437139563,2.4079189686924574,100.0,0.8890811226451539,-22.694904849600984,100.0,-24.27591951813407,17.64640883977901,100.0,16.37831603229527,1.4866901054746404,80.7909604519774,-6.262975778546708,17.382065448363786,80.22598870056497,12.341407151095732,0.43696634856856303,80.7909604519774,-7.352941176470588,8.816758747697982,79.09604519774011,3.114186851211073,-0.41988950276242587,100.0,-0.7266435986159118,35.54327808471455,81.92090395480226,31.642362827483943,0.7569060773480688,100.0,0.501730103806231,25.020718232044196,100.0,25.064878892733564,15.350326469110994,54.80225988700565,8.765859284890427,14.078038674033149,2.824858757062147,15.469384684820215,27.802804929876768,58.47457627118644,21.280276816608996,27.8835529111772,67.79661016949153,25.349625144175317,23.518153117600637,75.14124293785311,21.24478750776329,5.685585133098949,69.49152542372882,-1.2687427912341407,16.753081172970678,81.35593220338983,5.088078011953446,9.03130755064458,100.0,10.138408304498267,36.049723756906076,80.22598870056497,30.11534025374856,6.949815837937401,76.27118644067797,-16.365500448545447,32.85220994475138,80.22598870056497,26.025704399406806,27.98342541436464,66.94915254237289,22.093837535014007
30,3733.833333333334,0.0,3626.333333333334,3580.9230769230767,0.0,3486.1538461538457,4342.8,0.0,4216.8,3097.6,0.0,3015.4666666666667,3336.25,34.0,3421.090909090909,3299.3076923076924,36.0,3354.0,3302.3076923076924,34.0,3367.166666666666,3433.8461538461543,38.0,3473.0,3744.0,0.0,3600.0,2486.866666666667,34.0,2520.0,3715.2,0.0,3571.2,2712.4705882352937,0.0,2588.2352941176473,3314.181818181818,84.0,3421.105263157894,3285.333333333333,172.0,3104.347826086957,2821.9230769230767,77.0,2948.181818181818,2577.75,58.5,2542.153846153846,2948.5714285714284,44.0,2916.1538461538457,3709.363636363637,56.0,3825.0,2868.0,33.0,3095.5,3192.75,36.0,3188.6,2392.8235294117653,35.0,2508.8,2976.0,42.0,3356.75,2512.8125,35.0,2656.0,2703.375,58.5,2807.285714285714,-3.144567219152871,100.0,-4.565551710880448,1.0794730131746773,100.0,-0.5234673054742138,-19.966850828729285,100.0,-21.591695501730108,14.430939226519339,100.0,13.048827374086889,7.838397790055248,80.7909604519774,1.3526266121421855,8.858903527411812,79.66101694915254,3.28719723183391,8.776030599235016,80.7909604519774,2.9075355632449233,5.14237144071397,78.53107344632768,-0.14417531718569782,-3.4254143646408837,100.0,-3.8062283737024223,31.30202578268876,80.7909604519774,27.335640138408305,-2.629834254143641,100.0,-2.9757785467127977,25.06987325316868,100.0,25.36807110387407,8.44801607232547,52.54237288135593,1.352212711710089,9.244935543278093,2.824858757062147,10.485933503836305,22.04632384190396,56.497175141242934,14.988990248505825,28.791436464088395,66.94915254237289,26.696832579185518,18.547750591949487,75.14124293785311,15.912518853695337,-2.4686087393269873,68.36158192090396,-10.294117647058824,20.773480662983424,81.35593220338983,10.741061130334487,11.802486187845304,79.66101694915254,8.056516724336797,33.89990250243742,80.22598870056497,27.658592848904263,17.790055248618785,76.27118644067797,3.207900807381776,30.585290055248617,80.22598870056497,23.414071510957324,25.321132596685082,66.94915254237289,19.051738342395783
31,4026.75,0.0,3913.0,3628.307692307693,0.0,3526.769230769231,4072.2727272727284,0.0,3956.363636363637,3164.6875,0.0,3075.625,3560.0,38.0,3624.0,3072.8,36.0,3094.0,3235.0714285714284,38.0,3255.384615384615,3536.9230769230767,38.0,3579.833333333333,3086.769230769231,34.0,3168.75,2610.0,35.0,2642.857142857143,3572.181818181818,34.0,3723.0,2827.058823529412,0.0,2700.0,3141.416666666666,86.0,3200.476190476191,3273.76,172.0,3092.833333333333,2732.714285714286,77.0,2825.875,2516.6666666666665,60.0,2473.714285714286,3105.0,44.0,3073.9230769230767,3630.0,62.0,3712.0,3051.214285714286,51.0,3255.0,3155.7647058823527,36.0,3142.6875,2510.5882352941176,38.0,2625.866666666667,2935.3125,42.0,3267.6923076923076,2637.1875,38.0,2780.714285714286,2767.5,58.5,2877.214285714286,-11.236187845303867,100.0,-12.831603229527104,-0.22949426264344838,100.0,-1.6946144973826684,-12.493721747865424,100.0,-14.081996434937627,12.577693370165745,100.0,11.314158016147635,1.6574585635359114,78.53107344632768,-4.498269896193771,15.116022099447507,79.66101694915254,10.784313725490197,10.633385951065511,78.53107344632768,6.13077810309646,2.2949426264343455,78.53107344632768,-3.2247212610534324,14.730131746706327,80.7909604519774,8.628892733564014,27.90055248618784,80.22598870056497,23.793046630416864,1.3209442491210492,80.7909604519774,-7.352941176470588,21.90445238869027,100.0,22.145328719723185,13.2205340699816,51.41242937853107,7.714066018564279,9.564640883977894,2.824858757062147,10.817954632833535,24.510655090765585,56.497175141242934,18.51571510957324,30.478821362799266,66.10169491525424,28.67029164607019,14.226519337016574,75.14124293785311,11.36323307603585,-0.2762430939226519,64.97175141242938,-7.035755478662053,15.712312549329122,71.1864406779661,6.141868512110727,12.824179395515118,79.66101694915254,9.380406574394463,30.64673383165421,78.53107344632768,24.28296808919646,18.914019337016573,76.27118644067797,5.775885014639342,27.149516574585633,78.53107344632768,19.817927170868344,23.549723756906076,66.94915254237289,17.03534354918438
32,3841.615384615385,0.0,3727.1538461538457,3679.4285714285716,0.0,3572.0,4109.333333333333,0.0,3986.666666666666,3222.0,0.0,3132.0,3738.583333333334,38.0,3812.727272727273,3196.0,36.0,3221.785714285714,3365.714285714286,38.0,3391.230769230769,3062.5,38.0,3058.733333333333,2859.8,35.0,2902.714285714286,2351.1111111111113,36.0,2351.4117647058824,2859.8,35.0,2902.714285714286,2985.8823529411766,0.0,2853.1764705882347,3212.5,92.0,3270.857142857143,3372.8,176.0,3185.0,2725.8620689655168,82.25,2802.8,2614.333333333333,64.5,2567.714285714286,3303.4285714285716,44.0,3276.4615384615386,3908.833333333334,64.0,3997.818181818182,3282.5,74.0,3458.25,3138.444444444445,37.0,3111.7647058823527,2644.3529411764707,38.0,2770.866666666667,3174.1875,43.0,3537.230769230769,2778.75,38.0,2935.4285714285716,3010.3125,58.5,3141.142857142857,-6.121971950701249,100.0,-7.472717593824848,-1.641673243883192,100.0,-2.9988465974625145,-13.517495395948425,100.0,-14.955786236063036,10.994475138121546,100.0,9.688581314878892,-3.2757826887661308,78.53107344632768,-9.940232777603027,11.712707182320441,79.66101694915254,7.099604547701436,7.024467245461718,78.53107344632768,2.2136456392511805,15.400552486187845,78.53107344632768,11.801230296039991,20.999999999999993,80.22598870056497,16.300049431537317,35.05217925107427,79.66101694915254,32.19689259786959,20.999999999999993,80.22598870056497,16.300049431537317,17.51706207344816,100.0,17.728475473234294,11.256906077348065,48.0225988700565,5.68462679189322,6.82872928176795,0.5649717514124294,8.160322952710496,24.69994284625644,53.53107344632768,19.181084198385232,27.780847145488035,63.559322033898304,25.959795682979074,8.74506708760852,75.14124293785311,5.523023689113652,-7.9788213627992794,63.84180790960452,-15.27734088287722,9.323204419889501,58.19209039548023,0.2811418685121107,13.302639656230806,79.09604519774011,10.27206730443043,26.95157621059473,78.53107344632768,20.101883890811223,12.315262430939226,75.70621468926554,-1.9962736225711954,23.23895027624309,78.53107344632768,15.35673092766518,16.842196132596683,66.94915254237289,9.42494644916791
33,3783.0,0.0,3672.142857142857,3388.9375,30.0,3468.8,4024.615384615385,0.0,3906.4615384615386,3141.7647058823527,0.0,3049.529411764706,3753.1538461538457,38.0,3808.0,3315.0,37.0,3326.266666666667,3379.2,38.0,3395.0,3150.0,38.0,3139.5,2794.5,35.0,2826.666666666666,2434.5,36.0,2437.6470588235293,2794.5,35.0,2826.666666666666,2953.1111111111113,0.0,2818.388888888889,3005.8518518518517,92.0,3021.666666666666,3453.84,176.0,3265.333333333333,2687.8,84.0,2752.615384615385,2541.4375,66.0,2484.5333333333333,3292.8,44.0,3256.4285714285716,3797.9230769230767,66.0,3855.416666666666,3384.285714285714,76.0,3571.333333333333,3131.578947368421,38.0,3094.222222222222,2679.0,39.0,2788.75,3425.625,43.0,3828.9230769230767,2806.4117647058824,39.0,2942.333333333333,2803.888888888889,40.0,3071.666666666666,-4.502762430939226,100.0,-5.886472235953198,6.382941988950276,83.05084745762711,-0.023068050749716896,-11.177220569485778,100.0,-12.643066276284273,13.21091972700683,100.0,12.066625958341815,-3.678283042923915,78.53107344632768,-9.803921568627452,8.425414364640883,79.09604519774011,4.086889657823908,6.651933701657463,78.53107344632768,2.104959630911188,12.983425414364639,78.53107344632768,9.472318339100346,22.803867403314914,80.22598870056497,18.492887351018858,32.748618784530386,79.66101694915254,29.71029242146686,22.803867403314914,80.22598870056497,18.492887351018858,18.422344996930626,100.0,18.7315775983596,16.965418457131165,48.0225988700565,12.870049980776642,4.59005524861878,0.5649717514124294,5.84390618992696,25.751381215469607,52.54237288135593,20.628160766569053,29.794544198895025,62.71186440677966,28.358323721645522,9.038674033149166,75.14124293785311,6.100675564343381,-4.915002124946869,62.71186440677966,-11.171184159938468,6.511444356748226,57.06214689265536,-2.979623221837746,13.492294271590584,78.53107344632768,10.777905933615278,25.994475138121544,77.96610169491525,19.586216839677046,5.369475138121547,75.70621468926554,-10.407239819004518,22.474813129671755,77.96610169491525,15.157631680123039,22.54450583179864,77.40112994350282,11.428296808919663
34,3210.9411764705883,0.0,3107.1764705882347,3461.6875,31.0,3539.2,3859.214285714286,0.0,3727.571428571429,3247.058823529412,0.0,3141.1764705882347,3921.9230769230767,38.0,3985.333333333334,3531.125,37.0,3549.0,3353.9375,38.0,3359.2,3291.8235294117653,41.0,3266.125,2950.5,38.0,2971.4,2663.1666666666665,37.0,2666.0,2830.0,38.0,2840.25,2907.4736842105267,38.0,2901.888888888889,3077.037037037037,92.0,3097.958333333333,3562.08,192.0,3366.666666666666,2756.266666666667,84.0,2827.5,2531.294117647059,67.5,2465.0,3035.2941176470586,45.0,2982.375,4063.307692307693,68.0,4125.0,3248.8,76.0,3395.6923076923076,3249.052631578948,39.0,3213.222222222222,2652.6315789473683,39.0,2748.1176470588234,3577.8125,44.0,4000.0,2770.833333333333,39.0,2888.8125,2927.777777777778,40.0,3213.933333333333,11.299967500812476,100.0,10.404369360200846,4.373273480662983,82.48587570621469,-2.0530565167243315,-6.608129439621154,100.0,-7.484758609326093,10.302242443938889,100.0,9.4239772033381,-8.340416489587753,78.53107344632768,-14.917339484813551,2.455110497237569,79.09604519774011,-2.3356401384083045,7.349792817679558,78.53107344632768,3.1372549019607896,9.065648358791012,76.8361581920904,5.821078431372549,18.494475138121544,78.53107344632768,14.319492502883504,26.431860036832415,79.09604519774011,23.12572087658593,21.8232044198895,78.53107344632768,18.10121107266436,19.683047397499262,78.53107344632768,16.323849801358445,14.998976877429918,48.0225988700565,10.670174932718194,1.6000000000000019,-8.474576271186441,2.9219530949634933,23.860036832412515,52.54237288135593,18.468858131487888,30.07474813129671,61.86440677966102,28.92156862745098,16.152096197595068,74.57627118644068,14.0030276816609,-12.246068848278806,61.5819209039548,-18.94463667820069,10.254143646408833,57.06214689265536,2.084996894685478,10.247164873509725,77.96610169491525,7.34653338459567,26.722884559464962,77.96610169491525,20.757853314336117,1.1654005524861877,75.14124293785311,-15.340253748558247,23.457642725598532,77.96610169491525,16.70090830449827,19.122160834868016,77.40112994350282,7.326028450595936
