AID,GID,Album,Shared,Not Shared,Proportion,AGE,EXEMPLAR_FLAG,INDIVIDUAL_NAME,NID,QUALITY,SEX,SPECIES,VIEW_POINT
12522,3275,photo_album_13,3,6,33.33333333,infant,0,IBEIS_PZ_0871,1144,junk,UNKNOWN SEX,zebra_plains,right
12523,3275,photo_album_13,3,6,33.33333333,adult,0,IBEIS_PZ_0869,1142,junk,Female,zebra_plains,left
8796,8339,photo_album_11,3,6,33.33333333,"juvenille, two year old",0,NNP_GIRM_0027,32,ok,Male,giraffe_masai,right
11424,8723,photo_album_23,3,6,33.33333333,adult,0,IBEIS_PZ_0345,618,poor,UNKNOWN SEX,zebra_plains,front
11425,8723,photo_album_23,3,6,33.33333333,adult,0,IBEIS_PZ_0357,630,ok,Female,zebra_plains,backleft
14153,734,photo_album_26,3,6,33.33333333,infant,0,IBEIS_PZ_1413,1686,ok,Male,zebra_plains,left
9765,7674,photo_album_5,3,7,30,infant,0,____,-9765,poor,UNKNOWN NAME,giraffe_masai,frontleft
13351,1154,photo_album_74,3,7,30,infant,0,____,-13351,junk,UNKNOWN NAME,zebra_plains,right
15756,4420,photo_album_60,3,7,30,adult,0,IBEIS_PZ_1602,1875,good,Female,zebra_plains,left
12487,4925,photo_album_58,3,7,30,infant,0,IBEIS_PZ_0831,1104,poor,UNKNOWN SEX,zebra_plains,backleft
13786,6179,photo_album_94,3,7,30,adult,1,IBEIS_PZ_1138,1411,ok,Male,zebra_plains,left
11281,8624,photo_album_68,3,7,30,adult,1,IBEIS_PZ_0475,748,good,Female,zebra_plains,left
17586,6759,photo_album_45,3,7,30,infant,0,____,-17586,poor,UNKNOWN NAME,zebra_plains,backleft
10448,7977,photo_album_88,3,7,30,adult,0,IBEIS_PZ_0034,307,poor,Male,zebra_plains,left
10449,7977,photo_album_88,3,7,30,infant,0,IBEIS_PZ_0045,318,poor,UNKNOWN SEX,zebra_plains,backleft
9550,5020,photo_album_91,3,7,30,"juvenille, one year old",0,NNP_GIRM_0116,167,ok,Male,giraffe_masai,left
15566,328,photo_album_75,3,7,30,adult,1,IBEIS_PZ_0769,1042,good,Female,zebra_plains,left
17439,6642,photo_album_66,3,7,30,infant,0,____,-17439,poor,UNKNOWN NAME,zebra_plains,left
13422,59,photo_album_8,3,7,30,infant,0,____,-13422,ok,UNKNOWN NAME,zebra_plains,backright
16154,5081,photo_album_37,3,7,30,adult,1,IBEIS_PZ_1882,2155,ok,Female,zebra_plains,left
13342,1178,photo_album_74,3,7,30,infant,1,IBEIS_PZ_1858,2131,ok,Female,zebra_plains,left
10154,7791,photo_album_47,3,7,30,infant,1,IBEIS_PZ_0212,485,ok,Male,zebra_plains,left
14118,723,photo_album_70,3,7,30,adult,0,IBEIS_PZ_1288,1561,good,Male,zebra_plains,left
13830,5701,photo_album_3,3,7,30,infant,0,____,-13830,poor,UNKNOWN NAME,zebra_plains,left
10705,8128,photo_album_30,3,7,30,adult,0,IBEIS_PZ_0148,421,ok,UNKNOWN SEX,zebra_plains,right
10706,8128,photo_album_30,3,7,30,"juvenille, one year old",0,IBEIS_PZ_0107,380,ok,Female,zebra_plains,frontleft
10043,4075,photo_album_99,3,7,30,infant,0,____,-10043,poor,UNKNOWN NAME,giraffe_masai,left
12472,4932,photo_album_35,3,7,30,"juvenille, one year old",0,IBEIS_PZ_0852,1125,good,Male,zebra_plains,backleft
11100,8479,photo_album_68,3,7,30,infant,0,IBEIS_PZ_0370,643,poor,Male,zebra_plains,frontleft
11101,8479,photo_album_68,3,7,30,adult,0,IBEIS_PZ_0512,785,ok,Female,zebra_plains,frontleft
16123,5054,photo_album_37,3,7,30,adult,1,IBEIS_PZ_1823,2096,excellent,Male,zebra_plains,left
12459,4893,photo_album_35,3,7,30,adult,0,IBEIS_PZ_0503,776,poor,Female,zebra_plains,frontleft
15197,1922,photo_album_22,3,7,30,adult,0,IBEIS_PZ_1109,1382,ok,Male,zebra_plains,left
17581,6811,photo_album_45,3,7,30,infant,0,____,-17581,poor,UNKNOWN NAME,zebra_plains,left
14100,655,photo_album_33,3,7,30,infant,0,____,-14100,poor,UNKNOWN NAME,zebra_plains,left
14101,655,photo_album_33,3,7,30,infant,0,____,-14101,poor,UNKNOWN NAME,zebra_plains,left
13827,5727,photo_album_24,3,7,30,infant,0,____,-13827,ok,UNKNOWN NAME,zebra_plains,backleft
11665,8967,photo_album_73,3,7,30,adult,0,IBEIS_PZ_0553,826,poor,UNKNOWN SEX,zebra_plains,frontleft
11666,8967,photo_album_73,3,7,30,adult,0,IBEIS_PZ_0550,823,poor,UNKNOWN SEX,zebra_plains,left
11667,8967,photo_album_73,3,7,30,adult,0,IBEIS_PZ_0559,832,ok,Male,zebra_plains,left
11668,8967,photo_album_73,3,7,30,adult,0,IBEIS_PZ_1603,1876,ok,Male,zebra_plains,left
14012,2086,photo_album_96,3,7,30,adult,0,IBEIS_PZ_0302,575,ok,Male,zebra_plains,left
9536,1016,photo_album_29,3,7,30,adult,0,NNP_GIRM_0151,273,ok,Male,giraffe_masai,left
9884,5470,photo_album_81,3,7,30,infant,0,____,-9884,poor,UNKNOWN NAME,giraffe_masai,left
12964,5470,photo_album_81,3,7,30,"juvenille, two year old",0,IBEIS_PZ_0739,1012,poor,Female,zebra_plains,left
11853,9048,photo_album_78,3,7,30,infant,0,IBEIS_PZ_0639,912,poor,UNKNOWN SEX,zebra_plains,backleft
12478,4886,photo_album_51,3,7,30,adult,0,IBEIS_PZ_0850,1123,poor,UNKNOWN SEX,zebra_plains,left
13817,5700,photo_album_3,3,7,30,infant,0,____,-13817,poor,UNKNOWN NAME,zebra_plains,left
14091,2451,photo_album_9,3,7,30,adult,1,IBEIS_PZ_1267,1540,excellent,Female,zebra_plains,left
12599,3096,photo_album_61,3,7,30,infant,0,IBEIS_PZ_0934,1207,poor,UNKNOWN SEX,zebra_plains,left
13261,7758,photo_album_71,3,7,30,adult,0,IBEIS_PZ_1085,1358,ok,UNKNOWN SEX,zebra_plains,right
14731,2281,photo_album_9,3,7,30,infant,0,IBEIS_PZ_0454,727,ok,Female,zebra_plains,left
12641,3246,photo_album_18,3,7,30,adult,1,IBEIS_PZ_0874,1147,ok,Male,zebra_plains,left
16062,526,photo_album_20,3,7,30,infant,0,____,-16062,poor,UNKNOWN NAME,zebra_plains,right
16063,526,photo_album_20,3,7,30,infant,0,____,-16063,ok,UNKNOWN NAME,zebra_plains,right
13306,357,photo_album_14,3,7,30,infant,0,____,-13306,good,UNKNOWN NAME,zebra_plains,right
18270,4584,photo_album_63,3,7,30,"juvenille, one year old",1,IBEIS_PZ_0522,795,good,Male,zebra_plains,left
9051,8346,photo_album_17,3,7,30,adult,0,NNP_GIRM_0111,158,ok,Male,giraffe_masai,left
9052,8346,photo_album_17,3,7,30,"juvenille, one year old",0,NNP_GIRM_0047,63,ok,Female,giraffe_masai,left
12077,9306,photo_album_69,3,7,30,"juvenille, one year old",1,IBEIS_PZ_0114,387,ok,UNKNOWN SEX,zebra_plains,left
12320,1242,photo_album_40,3,7,30,infant,1,IBEIS_PZ_1105,1378,excellent,UNKNOWN SEX,zebra_plains,left
12321,1242,photo_album_40,3,7,30,adult,1,IBEIS_PZ_1410,1683,ok,Male,zebra_plains,left
15940,561,photo_album_72,3,7,30,infant,0,____,-15940,poor,UNKNOWN NAME,zebra_plains,left
15941,561,photo_album_72,3,7,30,infant,0,____,-15941,poor,UNKNOWN NAME,zebra_plains,backleft
15942,561,photo_album_72,3,7,30,infant,0,____,-15942,poor,UNKNOWN NAME,zebra_plains,right
8828,8318,photo_album_80,3,7,30,infant,0,____,-8828,poor,UNKNOWN NAME,giraffe_masai,right
13253,7763,photo_album_71,3,7,30,adult,0,IBEIS_PZ_1083,1356,ok,Female,zebra_plains,right
14473,5171,photo_album_39,3,7,30,infant,0,____,-14473,junk,UNKNOWN NAME,zebra_plains,left
14474,5171,photo_album_39,3,7,30,"juvenille, one year old",1,IBEIS_PZ_1832,2105,good,Female,zebra_plains,left
11518,8807,photo_album_69,3,7,30,infant,1,IBEIS_PZ_0411,684,good,UNKNOWN SEX,zebra_plains,left
11361,8689,photo_album_73,3,7,30,adult,0,IBEIS_PZ_0260,533,ok,Male,zebra_plains,left
15428,480,photo_album_59,3,7,30,infant,0,____,-15428,ok,UNKNOWN NAME,zebra_plains,right
17099,2735,photo_album_21,3,7,30,adult,0,IBEIS_PZ_1689,1962,ok,UNKNOWN SEX,zebra_plains,left
15427,478,photo_album_59,3,7,30,infant,0,____,-15427,poor,UNKNOWN NAME,zebra_plains,left
12480,4941,photo_album_35,3,7,30,"juvenille, two year old",0,IBEIS_PZ_0837,1110,poor,UNKNOWN SEX,zebra_plains,left
13364,1167,photo_album_74,3,7,30,infant,0,____,-13364,poor,UNKNOWN NAME,zebra_plains,left
12527,3375,photo_album_84,3,7,30,adult,0,IBEIS_PZ_0920,1193,good,Female,zebra_plains,right
12528,3375,photo_album_84,3,7,30,adult,0,IBEIS_PZ_0962,1235,poor,Female,zebra_plains,left
15596,975,photo_album_83,3,7,30,infant,0,IBEIS_PZ_1383,1656,ok,UNKNOWN SEX,zebra_plains,right
16038,589,photo_album_59,3,7,30,adult,1,IBEIS_PZ_1578,1851,ok,Female,zebra_plains,left
10679,8109,photo_album_100,3,7,30,adult,0,IBEIS_PZ_1250,1523,good,Female,zebra_plains,left
13281,380,photo_album_82,3,7,30,infant,1,IBEIS_PZ_1443,1716,ok,UNKNOWN SEX,zebra_plains,left
10308,7877,photo_album_88,3,7,30,adult,0,IBEIS_PZ_0223,496,poor,Female,zebra_plains,left
10309,7877,photo_album_88,3,7,30,adult,0,IBEIS_PZ_0047,320,poor,Male,zebra_plains,left
15126,2235,photo_album_96,3,7,30,"juvenille, one year old",0,IBEIS_PZ_1228,1501,good,Male,zebra_plains,left
15290,1983,photo_album_54,3,7,30,infant,0,IBEIS_PZ_1278,1551,ok,Female,zebra_plains,left
15291,1983,photo_album_54,3,7,30,adult,0,IBEIS_PZ_1366,1639,ok,Male,zebra_plains,left
15292,1983,photo_album_54,3,7,30,adult,0,IBEIS_PZ_1277,1550,ok,Male,zebra_plains,left
15293,1983,photo_album_54,3,7,30,"juvenille, two year old",0,IBEIS_PZ_1573,1846,good,Female,zebra_plains,left
14170,794,photo_album_70,3,7,30,adult,0,IBEIS_PZ_1712,1985,ok,Female,zebra_plains,left
9971,2796,photo_album_79,3,7,30,infant,0,____,-9971,poor,UNKNOWN NAME,giraffe_masai,left
15624,859,photo_album_50,3,7,30,infant,0,____,-15624,ok,UNKNOWN NAME,zebra_plains,right
10844,8225,photo_album_43,3,7,30,adult,0,IBEIS_PZ_0264,537,poor,Female,zebra_plains,left
18306,4592,photo_album_60,3,7,30,"juvenille, one year old",1,IBEIS_PZ_1627,1900,good,UNKNOWN SEX,zebra_plains,left
9457,963,photo_album_56,3,7,30,adult,0,NNP_GIRM_0151,273,ok,Male,giraffe_masai,left
13415,54,photo_album_8,3,7,30,infant,0,____,-13415,ok,UNKNOWN NAME,zebra_plains,right
10399,7945,photo_album_47,3,7,30,adult,0,IBEIS_PZ_0230,503,poor,Female,zebra_plains,left
10223,7835,photo_album_88,3,7,30,adult,0,IBEIS_PZ_0037,310,poor,Male,zebra_plains,left
10224,7835,photo_album_88,3,7,30,adult,1,IBEIS_PZ_0044,317,ok,Female,zebra_plains,left
12743,3113,photo_album_61,3,7,30,infant,0,IBEIS_PZ_0974,1247,poor,UNKNOWN SEX,zebra_plains,left
15922,5240,photo_album_64,3,7,30,infant,0,____,-15922,junk,UNKNOWN NAME,zebra_plains,left
9270,5691,photo_album_41,3,7,30,infant,0,____,-9270,junk,UNKNOWN NAME,giraffe_masai,frontleft
18624,3922,photo_album_52,3,7,30,adult,1,IBEIS_PZ_1624,1897,ok,Female,zebra_plains,left
11589,8861,photo_album_69,3,7,30,infant,0,IBEIS_PZ_0410,683,ok,Female,zebra_plains,left
12532,3106,photo_album_98,3,7,30,"juvenille, one year old",0,IBEIS_PZ_0967,1240,poor,Male,zebra_plains,left
14250,730,photo_album_33,3,7,30,adult,0,IBEIS_PZ_1526,1799,ok,Female,zebra_plains,left
9407,978,photo_album_83,3,7,30,infant,0,____,-9407,junk,UNKNOWN NAME,giraffe_masai,right
15898,978,photo_album_83,3,7,30,infant,0,____,-15898,ok,UNKNOWN NAME,zebra_plains,back
15899,978,photo_album_83,3,7,30,infant,0,____,-15899,poor,UNKNOWN NAME,zebra_plains,right
15900,978,photo_album_83,3,7,30,infant,0,____,-15900,junk,UNKNOWN NAME,zebra_plains,right
8807,8349,photo_album_80,3,7,30,"juvenille, one year old",0,NNP_GIRM_0035,47,excellent,Male,giraffe_masai,right
10173,7801,photo_album_16,3,7,30,adult,0,IBEIS_PZ_1821,2094,ok,Female,zebra_plains,left
15948,543,photo_album_36,3,7,30,infant,0,____,-15948,poor,UNKNOWN NAME,zebra_plains,right
15949,543,photo_album_36,3,7,30,infant,0,____,-15949,ok,UNKNOWN NAME,zebra_plains,right
15950,543,photo_album_36,3,7,30,infant,0,____,-15950,poor,UNKNOWN NAME,zebra_plains,left
15951,543,photo_album_36,3,7,30,infant,0,____,-15951,junk,UNKNOWN NAME,zebra_plains,right
17915,4669,photo_album_60,3,7,30,adult,0,IBEIS_PZ_1593,1866,ok,UNKNOWN SEX,zebra_plains,left
17916,4669,photo_album_60,3,7,30,adult,1,IBEIS_PZ_1611,1884,ok,Female,zebra_plains,left
17917,4669,photo_album_60,3,7,30,infant,0,____,-17917,poor,UNKNOWN NAME,zebra_plains,left
17918,4669,photo_album_60,3,7,30,infant,0,____,-17918,poor,UNKNOWN NAME,zebra_plains,left
8963,8344,photo_album_49,3,7,30,adult,0,NNP_GIRM_0111,158,ok,Male,giraffe_masai,left
8964,8344,photo_album_49,3,7,30,"juvenille, one year old",0,NNP_GIRM_0047,63,ok,Female,giraffe_masai,left
13272,399,photo_album_19,3,7,30,adult,1,IBEIS_PZ_0895,1168,good,Female,zebra_plains,left
13272,399,photo_album_14,3,7,30,adult,1,IBEIS_PZ_0895,1168,good,Female,zebra_plains,left
12717,3354,photo_album_92,3,7,30,adult,0,IBEIS_PZ_0900,1173,poor,Male,zebra_plains,left
16006,431,photo_album_32,3,7,30,infant,0,____,-16006,poor,UNKNOWN NAME,zebra_plains,left
13438,51,photo_album_85,3,7,30,infant,0,____,-13438,good,UNKNOWN NAME,zebra_plains,right
13456,43,photo_album_85,3,7,30,infant,0,____,-13456,good,UNKNOWN NAME,zebra_plains,right
9506,2164,photo_album_53,3,7,30,adult,0,NNP_GIRM_0111,158,ok,Male,giraffe_masai,backleft
9507,2164,photo_album_53,3,7,30,infant,0,____,-9507,ok,UNKNOWN NAME,giraffe_masai,right
18240,4825,photo_album_44,3,7,30,infant,0,____,-18240,poor,UNKNOWN NAME,zebra_plains,left
15585,967,photo_album_56,3,7,30,adult,0,IBEIS_PZ_0519,792,ok,Female,zebra_plains,left
12470,4914,photo_album_58,3,7,30,infant,1,IBEIS_PZ_0859,1132,good,UNKNOWN SEX,zebra_plains,left
12470,4914,photo_album_35,3,7,30,infant,1,IBEIS_PZ_0859,1132,good,UNKNOWN SEX,zebra_plains,left
10164,7797,photo_album_88,3,7,30,infant,0,IBEIS_PZ_0007,280,poor,UNKNOWN SEX,zebra_plains,left
10165,7797,photo_album_88,3,7,30,adult,0,IBEIS_PZ_0325,598,ok,Male,zebra_plains,right
9538,841,photo_album_48,3,7,30,adult,0,NNP_GIRM_0151,273,ok,Male,giraffe_masai,left
11076,8461,photo_album_78,3,7,30,infant,0,IBEIS_PZ_0529,802,poor,UNKNOWN SEX,zebra_plains,left
10350,7910,photo_album_16,3,7,30,adult,1,IBEIS_PZ_0307,580,ok,UNKNOWN SEX,zebra_plains,left
17343,6505,photo_album_66,3,7,30,infant,0,____,-17343,poor,UNKNOWN NAME,zebra_plains,left
17344,6505,photo_album_66,3,7,30,infant,0,____,-17344,poor,UNKNOWN NAME,zebra_plains,backright
16186,5178,photo_album_39,3,7,30,adult,1,IBEIS_PZ_1723,1996,good,Female,zebra_plains,left
16187,5178,photo_album_39,3,7,30,infant,0,____,-16187,ok,UNKNOWN NAME,zebra_plains,backleft
10528,8025,photo_album_30,3,7,30,adult,0,IBEIS_PZ_0060,333,ok,Male,zebra_plains,left
13278,362,photo_album_19,3,7,30,"juvenille, two year old",0,IBEIS_PZ_0902,1175,ok,Female,zebra_plains,left
8818,8335,photo_album_55,3,7,30,adult,0,NNP_GIRM_0046,60,ok,Male,giraffe_masai,left
15346,1846,photo_album_76,3,7,30,"juvenille, two year old",0,IBEIS_PZ_0677,950,good,Male,zebra_plains,left
15347,1846,photo_album_76,3,7,30,adult,0,IBEIS_PZ_1288,1561,ok,Male,zebra_plains,left
17526,6585,photo_album_45,3,7,30,adult,1,IBEIS_PZ_1754,2027,ok,Male,zebra_plains,left
13308,372,photo_album_82,3,7,30,infant,0,____,-13308,good,UNKNOWN NAME,zebra_plains,right
13308,372,photo_album_46,3,7,30,infant,0,____,-13308,good,UNKNOWN NAME,zebra_plains,right
13269,404,photo_album_14,3,7,30,infant,0,____,-13269,excellent,UNKNOWN NAME,zebra_plains,right
10681,8111,photo_album_100,3,7,30,adult,0,IBEIS_PZ_0095,368,poor,Female,zebra_plains,right
10682,8111,photo_album_100,3,7,30,"juvenille, one year old",0,IBEIS_PZ_0119,392,poor,UNKNOWN SEX,zebra_plains,left
14153,734,photo_album_70,3,7,30,infant,0,IBEIS_PZ_1413,1686,ok,Male,zebra_plains,left
15861,865,photo_album_48,3,7,30,infant,0,____,-15861,poor,UNKNOWN NAME,zebra_plains,right
13082,7017,photo_album_34,3,7,30,"juvenille, two year old",1,IBEIS_PZ_1000,1273,ok,Male,zebra_plains,left
9913,5557,photo_album_2,3,7,30,infant,0,____,-9913,ok,UNKNOWN NAME,giraffe_masai,backright
9914,5557,photo_album_2,3,7,30,infant,0,____,-9914,ok,UNKNOWN NAME,giraffe_masai,backright
13315,392,photo_album_19,3,7,30,adult,1,IBEIS_PZ_1010,1283,good,Female,zebra_plains,left
14123,701,photo_album_33,3,7,30,adult,1,IBEIS_PZ_1722,1995,excellent,Female,zebra_plains,left
11211,8566,photo_album_23,3,7,30,adult,0,IBEIS_PZ_0447,720,poor,UNKNOWN SEX,zebra_plains,frontleft
11212,8566,photo_album_23,3,7,30,infant,0,IBEIS_PZ_0446,719,poor,UNKNOWN SEX,zebra_plains,left
14451,5186,photo_album_39,3,7,30,adult,1,IBEIS_PZ_1830,2103,good,Female,zebra_plains,left
12980,5002,photo_album_91,3,7,30,infant,0,IBEIS_PZ_1389,1662,ok,UNKNOWN SEX,zebra_plains,backleft
10347,7907,photo_album_47,3,7,30,adult,0,IBEIS_PZ_1712,1985,good,Female,zebra_plains,left
9537,838,photo_album_50,3,7,30,adult,1,NNP_GIRM_0151,273,good,Male,giraffe_masai,left
8907,8315,photo_album_17,3,7,30,adult,1,NNP_GIRM_0087,113,ok,Male,giraffe_masai,left
8908,8315,photo_album_17,3,7,30,infant,0,____,-8908,ok,UNKNOWN NAME,giraffe_masai,right
16108,5155,photo_album_64,3,7,30,adult,0,IBEIS_PZ_1602,1875,good,Female,zebra_plains,left
18763,3965,photo_album_52,3,7,30,adult,0,IBEIS_PZ_0620,893,good,Female,zebra_plains,left
15094,2440,photo_album_96,3,7,30,adult,1,IBEIS_PZ_1442,1715,excellent,Male,zebra_plains,left
13276,359,photo_album_46,3,7,30,infant,0,____,-13276,ok,UNKNOWN NAME,zebra_plains,right
10037,4432,photo_album_60,3,7,30,infant,0,____,-10037,poor,UNKNOWN NAME,giraffe_masai,left
13735,7353,photo_album_31,3,7,30,infant,0,____,-13735,poor,UNKNOWN NAME,zebra_plains,left
13336,1170,photo_album_74,3,7,30,infant,0,____,-13336,poor,UNKNOWN NAME,zebra_plains,left
10862,8244,photo_album_43,3,7,30,adult,0,IBEIS_PZ_0220,493,poor,Female,zebra_plains,left
8820,8341,photo_album_67,3,7,30,infant,0,____,-8820,ok,UNKNOWN NAME,giraffe_masai,right
8820,8341,photo_album_80,3,7,30,infant,0,____,-8820,ok,UNKNOWN NAME,giraffe_masai,right
14631,1796,photo_album_54,3,7,30,infant,0,IBEIS_PZ_1360,1633,poor,UNKNOWN SEX,zebra_plains,left
13305,400,photo_album_19,3,7,30,infant,0,____,-13305,good,UNKNOWN NAME,zebra_plains,right
15785,1988,photo_album_22,2,7,22.22222222,adult,0,IBEIS_PZ_1268,1541,junk,Male,zebra_plains,front
15786,1988,photo_album_22,2,7,22.22222222,adult,0,IBEIS_PZ_1262,1535,ok,Male,zebra_plains,left
14237,657,photo_album_26,2,7,22.22222222,infant,0,____,-14237,junk,UNKNOWN NAME,zebra_plains,left
14238,657,photo_album_26,2,7,22.22222222,infant,0,____,-14238,poor,UNKNOWN NAME,zebra_plains,left
14239,657,photo_album_26,2,7,22.22222222,infant,0,____,-14239,poor,UNKNOWN NAME,zebra_plains,left
10543,8038,photo_album_30,2,7,22.22222222,adult,0,IBEIS_PZ_0067,340,ok,Female,zebra_plains,left
10544,8038,photo_album_30,2,7,22.22222222,infant,0,IBEIS_PZ_0068,341,ok,Male,zebra_plains,left
10607,8065,photo_album_30,2,7,22.22222222,adult,0,IBEIS_PZ_0132,405,ok,Female,zebra_plains,left
10608,8065,photo_album_30,2,7,22.22222222,adult,0,IBEIS_PZ_0127,400,poor,Male,zebra_plains,left
13248,7759,photo_album_27,2,7,22.22222222,adult,0,IBEIS_PZ_1086,1359,poor,Female,zebra_plains,backright
15273,1886,photo_album_25,2,7,22.22222222,adult,0,IBEIS_PZ_1216,1489,good,Female,zebra_plains,left
13836,5695,photo_album_24,2,7,22.22222222,adult,1,IBEIS_PZ_1864,2137,ok,Female,zebra_plains,left
13276,359,photo_album_1,2,7,22.22222222,infant,0,____,-13276,ok,UNKNOWN NAME,zebra_plains,right
14971,2020,photo_album_54,2,8,20,adult,1,IBEIS_PZ_1243,1516,good,Male,zebra_plains,left
14608,1937,photo_album_76,2,8,20,"juvenille, one year old",0,IBEIS_PZ_0423,696,ok,Female,zebra_plains,left
18382,4615,photo_album_63,2,8,20,infant,0,____,-18382,junk,UNKNOWN NAME,zebra_plains,left
18383,4615,photo_album_63,2,8,20,infant,0,____,-18383,poor,UNKNOWN NAME,zebra_plains,left
18384,4615,photo_album_63,2,8,20,infant,0,____,-18384,junk,UNKNOWN NAME,zebra_plains,left
12987,4996,photo_album_91,2,8,20,adult,0,IBEIS_PZ_1388,1661,ok,Female,zebra_plains,backleft
12978,4968,photo_album_91,2,8,20,infant,0,____,-12978,good,UNKNOWN NAME,zebra_plains,backright
12979,4968,photo_album_91,2,8,20,infant,0,____,-12979,good,UNKNOWN NAME,zebra_plains,backright
16055,558,photo_album_36,2,8,20,infant,1,IBEIS_PZ_1555,1828,ok,UNKNOWN SEX,zebra_plains,left
16056,558,photo_album_36,2,8,20,infant,0,____,-16056,poor,UNKNOWN NAME,zebra_plains,left
16057,558,photo_album_36,2,8,20,infant,0,____,-16057,junk,UNKNOWN NAME,zebra_plains,left
10448,7977,photo_album_47,2,8,20,adult,0,IBEIS_PZ_0034,307,poor,Male,zebra_plains,left
10449,7977,photo_album_47,2,8,20,infant,0,IBEIS_PZ_0045,318,poor,UNKNOWN SEX,zebra_plains,backleft
13326,1168,photo_album_74,2,8,20,infant,0,____,-13326,junk,UNKNOWN NAME,zebra_plains,frontleft
14203,705,photo_album_33,2,8,20,adult,1,IBEIS_PZ_0312,585,good,Female,zebra_plains,left
14204,705,photo_album_33,2,8,20,infant,0,____,-14204,poor,UNKNOWN NAME,zebra_plains,left
9549,4992,photo_album_4,2,8,20,infant,0,____,-9549,ok,UNKNOWN NAME,giraffe_masai,right
12460,4891,photo_album_58,2,8,20,adult,0,IBEIS_PZ_0373,646,poor,Female,zebra_plains,left
12461,4891,photo_album_58,2,8,20,adult,1,IBEIS_PZ_0060,333,good,Male,zebra_plains,left
11092,8474,photo_album_69,2,8,20,adult,0,IBEIS_PZ_0537,810,poor,UNKNOWN SEX,zebra_plains,left
15881,977,photo_album_56,2,8,20,infant,0,____,-15881,poor,UNKNOWN NAME,zebra_plains,backright
13327,1171,photo_album_74,2,8,20,adult,1,IBEIS_PZ_1857,2130,ok,Male,zebra_plains,left
15658,968,photo_album_56,2,8,20,adult,0,IBEIS_PZ_0519,792,ok,Female,zebra_plains,left
12648,3239,photo_album_13,2,8,20,adult,0,IBEIS_PZ_0867,1140,poor,Female,zebra_plains,left
13521,6138,photo_album_94,2,8,20,adult,1,IBEIS_PZ_1125,1398,excellent,Male,zebra_plains,left
12448,4928,photo_album_58,2,8,20,adult,0,IBEIS_PZ_0404,677,poor,Female,zebra_plains,left
14338,1760,photo_album_54,2,8,20,adult,0,IBEIS_PZ_1240,1513,good,Male,zebra_plains,left
18478,4623,photo_album_60,2,8,20,infant,0,____,-18478,poor,UNKNOWN NAME,zebra_plains,frontleft
18479,4623,photo_album_60,2,8,20,infant,0,____,-18479,poor,UNKNOWN NAME,zebra_plains,left
14341,2252,photo_album_96,2,8,20,"juvenille, two year old",0,IBEIS_PZ_0587,860,good,Male,zebra_plains,left
9892,5458,photo_album_65,2,8,20,infant,0,____,-9892,poor,UNKNOWN NAME,giraffe_masai,frontright
9893,5458,photo_album_65,2,8,20,infant,0,____,-9893,poor,UNKNOWN NAME,giraffe_masai,right
11596,8868,photo_album_68,2,8,20,adult,0,IBEIS_PZ_0394,667,ok,Female,zebra_plains,backleft
9354,502,photo_album_72,2,8,20,infant,0,____,-9354,poor,UNKNOWN NAME,giraffe_masai,right
9593,5197,photo_album_64,2,8,20,infant,0,____,-9593,ok,UNKNOWN NAME,giraffe_masai,backleft
8828,8318,photo_album_55,2,8,20,infant,0,____,-8828,poor,UNKNOWN NAME,giraffe_masai,right
12910,5496,photo_album_81,2,8,20,adult,0,IBEIS_PZ_0944,1217,ok,Female,zebra_plains,left
8994,3325,photo_album_7,2,8,20,"juvenille, two year old",0,NNP_GIRM_0036,48,ok,Male,giraffe_masai,back
16049,428,photo_album_32,2,8,20,infant,0,____,-16049,poor,UNKNOWN NAME,zebra_plains,left
8843,8337,photo_album_55,2,8,20,infant,0,NNP_GIRM_0002,2,ok,Male,giraffe_masai,right
10478,8003,photo_album_47,2,8,20,"juvenille, one year old",1,IBEIS_PZ_0041,314,ok,Female,zebra_plains,left
10479,8003,photo_album_47,2,8,20,adult,0,IBEIS_PZ_0216,489,ok,Male,zebra_plains,left
10420,7960,photo_album_47,2,8,20,adult,0,IBEIS_PZ_0229,502,ok,Female,zebra_plains,left
14161,739,photo_album_33,2,8,20,infant,0,IBEIS_PZ_1648,1921,ok,Female,zebra_plains,left
15985,455,photo_album_32,2,8,20,infant,0,____,-15985,poor,UNKNOWN NAME,zebra_plains,left
15596,975,photo_album_56,2,8,20,infant,0,IBEIS_PZ_1383,1656,ok,UNKNOWN SEX,zebra_plains,right
13404,55,photo_album_57,2,8,20,infant,0,____,-13404,poor,UNKNOWN NAME,zebra_plains,right
10238,7843,photo_album_88,2,8,20,adult,0,IBEIS_PZ_0229,502,poor,Female,zebra_plains,left
14775,1753,photo_album_54,2,8,20,"juvenille, two year old",0,IBEIS_PZ_1219,1492,junk,Female,zebra_plains,left
9053,8334,photo_album_17,2,8,20,adult,0,NNP_GIRM_0046,60,poor,Male,giraffe_masai,left
14522,5076,photo_album_37,2,8,20,infant,0,____,-14522,junk,UNKNOWN NAME,zebra_plains,left
14523,5076,photo_album_37,2,8,20,infant,0,____,-14523,poor,UNKNOWN NAME,zebra_plains,left
18575,4421,photo_album_60,2,8,20,adult,0,IBEIS_PZ_1594,1867,good,Male,zebra_plains,left
17990,4049,photo_album_99,2,8,20,adult,0,IBEIS_PZ_1594,1867,good,Male,zebra_plains,left
