num_images,all_linear_sparse,giraffes_linear_sparse,zebras_linear_sparse,all_linear_non_sparse,giraffes_linear_non_sparse,zebras_linear_non_sparse,all_linear_non_zero,giraffes_linear_non_zero,zebras_linear_non_zero,all_linear_abv_mean,giraffes_linear_abv_mean,zebras_linear_abv_mean,all_ridge_sparse,giraffes_ridge_sparse,zebras_ridge_sparse,all_ridge_non_sparse,giraffes_ridge_non_sparse,zebras_ridge_non_sparse,all_ridge_non_zero,giraffes_ridge_non_zero,zebras_ridge_non_zero,all_ridge_abv_mean,giraffes_ridge_abv_mean,zebras_ridge_abv_mean,all_lasso_sparse,giraffes_lasso_sparse,zebras_lasso_sparse,all_lasso_non_sparse,giraffes_lasso_non_sparse,zebras_lasso_non_sparse,all_lasso_non_zero,giraffes_lasso_non_zero,zebras_lasso_non_zero,all_lasso_abv_mean,giraffes_lasso_abv_mean,zebras_lasso_abv_mean,all_svr_sparse,giraffes_svr_sparse,zebras_svr_sparse,all_svr_non_sparse,giraffes_svr_non_sparse,zebras_svr_non_sparse,all_svr_non_zero,giraffes_svr_non_zero,zebras_svr_non_zero,all_svr_abv_mean,giraffes_svr_abv_mean,zebras_svr_abv_mean,all_dtree_regressor_sparse,giraffes_dtree_regressor_sparse,zebras_dtree_regressor_sparse,all_dtree_regressor_non_sparse,giraffes_dtree_regressor_non_sparse,zebras_dtree_regressor_non_sparse,all_dtree_regressor_non_zero,giraffes_dtree_regressor_non_zero,zebras_dtree_regressor_non_zero,all_dtree_regressor_abv_mean,giraffes_dtree_regressor_abv_mean,zebras_dtree_regressor_abv_mean,all_linear_sparse_err,giraffes_linear_sparse_err,zebras_linear_sparse_err,all_linear_non_sparse_err,giraffes_linear_non_sparse_err,zebras_linear_non_sparse_err,all_linear_non_zero_err,giraffes_linear_non_zero_err,zebras_linear_non_zero_err,all_linear_abv_mean_err,giraffes_linear_abv_mean_err,zebras_linear_abv_mean_err,all_ridge_sparse_err,giraffes_ridge_sparse_err,zebras_ridge_sparse_err,all_ridge_non_sparse_err,giraffes_ridge_non_sparse_err,zebras_ridge_non_sparse_err,all_ridge_non_zero_err,giraffes_ridge_non_zero_err,zebras_ridge_non_zero_err,all_ridge_abv_mean_err,giraffes_ridge_abv_mean_err,zebras_ridge_abv_mean_err,all_lasso_sparse_err,giraffes_lasso_sparse_err,zebras_lasso_sparse_err,all_lasso_non_sparse_err,giraffes_lasso_non_sparse_err,zebras_lasso_non_sparse_err,all_lasso_non_zero_err,giraffes_lasso_non_zero_err,zebras_lasso_non_zero_err,all_lasso_abv_mean_err,giraffes_lasso_abv_mean_err,zebras_lasso_abv_mean_err,all_svr_sparse_err,giraffes_svr_sparse_err,zebras_svr_sparse_err,all_svr_non_sparse_err,giraffes_svr_non_sparse_err,zebras_svr_non_sparse_err,all_svr_non_zero_err,giraffes_svr_non_zero_err,zebras_svr_non_zero_err,all_svr_abv_mean_err,giraffes_svr_abv_mean_err,zebras_svr_abv_mean_err,all_dtree_regressor_sparse_err,giraffes_dtree_regressor_sparse_err,zebras_dtree_regressor_sparse_err,all_dtree_regressor_non_sparse_err,giraffes_dtree_regressor_non_sparse_err,zebras_dtree_regressor_non_sparse_err,all_dtree_regressor_non_zero_err,giraffes_dtree_regressor_non_zero_err,zebras_dtree_regressor_non_zero_err,all_dtree_regressor_abv_mean_err,giraffes_dtree_regressor_abv_mean_err,zebras_dtree_regressor_abv_mean_err
52,1783.4259259259259,139.33333333333334,1655.6875,3516.183673469388,159.5,3441.558139534884,3466.723404255319,138.125,3558.1538461538457,3392.851063829787,154.28571428571428,3371.325,3034.529411764706,155.75,3021.395348837209,3452.9591836734694,165.0,3367.6046511627906,3602.5333333333333,176.0,3537.0512820512818,3346.0,165.28571428571428,3319.875,3571.510204081633,222.75,3346.7111111111108,3571.510204081633,222.75,3346.7111111111108,3571.510204081633,222.75,3346.7111111111108,3571.510204081633,222.75,3346.7111111111108,3928.648648648649,168.88888888888889,4223.214285714285,3852.4210526315783,147.77777777777774,4145.896551724139,3945.7297297297296,168.88888888888889,4242.857142857143,3483.6585365853657,158.33333333333334,3638.25,3792.4634146341455,263.3333333333333,3532.815789473684,3366.702127659575,237.0,3137.2045454545455,3655.8,222.75,3485.0,4507.375,252.0,4283.793103448275,50.734090444035196,21.280602636534834,52.258145905420996,2.8678543240500565,9.887005649717514,0.7624527239076111,4.234160103444223,21.96327683615819,-2.5995918729482623,6.2748324908898585,12.83292978208233,2.7876297577854725,16.173220669483264,12.005649717514125,12.877873447600663,4.614387191340624,6.779661016949152,2.89490625251469,0.4825046040515662,0.5649717514124294,-1.991098098364526,7.569060773480662,6.6182405165456055,4.271193771626297,1.3394971248167618,-25.847457627118644,3.4973728053312927,1.3394971248167618,-25.847457627118644,3.4973728053312927,1.3394971248167618,-25.847457627118644,3.4973728053312927,1.3394971248167618,-25.847457627118644,3.4973728053312927,-8.52620576377484,4.582548650345262,-21.77665183720546,-6.42047106717067,16.50973006905212,-19.547190072783696,-8.99805883231297,4.582548650345262,-22.343054869006433,3.766338768360063,10.546139359698676,-4.909169550173011,-4.7641827247001505,-48.775894538606394,-1.8689674012019655,6.997178793934388,-33.898305084745765,9.538507916535597,-0.9889502762430988,-25.847457627118644,-0.49019607843137253,-24.513121546961322,-42.3728813559322,-23.523445889511976
53,1832.1851851851845,139.33333333333334,1704.416666666667,3547.1632653061224,161.33333333333334,3469.813953488372,3470.25,138.125,3552.0,3443.617021276596,154.28571428571428,3427.2,3061.333333333333,155.75,3050.5813953488373,3437.28,165.0,3348.2272727272725,3579.826086956521,163.42857142857142,3582.358974358974,3413.744680851064,165.28571428571428,3392.5,3639.142857142857,222.75,3414.666666666666,3639.142857142857,222.75,3414.666666666666,3639.142857142857,222.75,3414.666666666666,3639.142857142857,222.75,3414.666666666666,3994.162162162162,168.88888888888889,4301.25,3856.410256410256,147.77777777777774,4129.2,4005.081081081081,168.88888888888889,4313.285714285715,3561.365853658537,160.0,3726.25,3805.904761904762,266.6666666666667,3546.3076923076924,3430.340425531915,237.0,3199.9545454545455,3654.146341463415,243.0,3462.918918918919,4603.5,255.0,4375.551724137931,49.38714958051976,21.280602636534834,50.853037293348706,2.0120644943060104,8.851224105461387,-0.052305463909231124,4.136740331491712,21.96327683615819,-2.422145328719723,4.8724579757846405,12.83292978208233,1.1764705882352993,15.432780847145494,12.005649717514125,12.036291944958556,5.0475138121546905,6.779661016949152,3.4536541889483128,1.1097766034110201,7.667473769168692,-3.297548280247236,5.697660749970607,6.6182405165456055,2.177047289504037,-0.5288082083662122,-25.847457627118644,1.537870049980794,-0.5288082083662122,-25.847457627118644,1.537870049980794,-0.5288082083662122,-25.847457627118644,1.537870049980794,-0.5288082083662122,-25.847457627118644,1.537870049980794,-10.335971330446466,4.582548650345262,-24.02681660899654,-6.530670066581654,16.50973006905212,-19.065743944636672,-10.637598924891734,4.582548650345262,-24.37386719393641,1.6197277994879236,9.6045197740113,-7.4466551326412915,-5.135490660352539,-50.65913370998118,-2.2580072753083154,5.239214764311737,-33.898305084745765,7.72910768585509,-0.9432691011993081,-37.28813559322034,0.14651329530221485,-27.168508287292816,-44.06779661016949,-26.169311538002628
54,1852.4444444444446,139.33333333333334,1725.208333333333,3519.0,161.33333333333334,3435.568181818182,3465.9183673469392,138.125,3538.317073170732,3462.9375,154.28571428571428,3441.1219512195116,3123.549019607843,155.75,3117.767441860465,3495.0,165.0,3409.090909090909,3544.276595744681,163.42857142857142,3537.225,3253.1764705882347,155.75,3257.2093023255816,3691.4285714285716,222.75,3468.4,3691.4285714285716,222.75,3468.4,3691.4285714285716,222.75,3468.4,3691.4285714285716,222.75,3468.4,3884.9230769230767,168.88888888888889,4125.333333333333,3853.875,147.77777777777774,4104.451612903225,3797.925,168.88888888888889,4003.161290322581,3618.439024390244,160.0,3795.0,3861.142857142857,266.6666666666667,3602.3076923076924,3489.787234042553,237.0,3259.3636363636365,3578.372093023256,249.0,3370.589743589744,4417.705882352941,255.0,4180.0,48.82750153468385,21.280602636534834,50.253508266051526,2.7900552486187844,8.851224105461387,0.9351735346544987,4.2563986920735015,21.96327683615819,-2.027597265592038,4.338743093922652,12.83292978208233,0.7750302416519138,13.714115480446322,12.005649717514125,10.098978031705157,3.4530386740331487,6.779661016949152,1.6986473733878602,2.0918067473845054,7.667473769168692,-1.9961072664359836,10.133246668833296,12.005649717514125,6.078163139400762,-1.9731649565903744,-25.847457627118644,-0.011534025374858448,-1.9731649565903744,-25.847457627118644,-0.011534025374858448,-1.9731649565903744,-25.847457627118644,-0.011534025374858448,-1.9731649565903744,-25.847457627118644,-0.011534025374858448,-7.318317042073941,4.582548650345262,-18.954248366013065,-6.460635359116021,16.50973006905212,-18.352122632734297,-4.915055248618789,4.582548650345262,-15.431409755553084,0.043120873197680716,9.6045197740113,-9.429065743944637,-6.661404893449085,-50.65913370998118,-3.872770827788131,3.5970377336311357,-33.898305084745765,6.016042780748659,1.1499421816780058,-40.67796610169491,2.8088309230177595,-22.03607409814755,-44.06779661016949,-20.530565167243367
55,1855.3454545454545,130.28571428571428,1753.75,3439.8461538461543,161.33333333333334,3345.2391304347825,3469.5,138.125,3535.0,3450.30612244898,157.71428571428572,3410.190476190476,3121.615384615385,155.75,3110.2272727272725,3468.7058823529414,165.0,3377.2444444444445,3565.468085106383,163.42857142857142,3560.925,3218.9433962264147,157.5,3202.6,3714.96,231.0,3485.326086956521,3714.96,231.0,3485.326086956521,3714.96,231.0,3485.326086956521,3714.96,231.0,3485.326086956521,3748.2195121951213,168.88888888888889,3927.0,3669.3953488372094,147.77777777777774,3839.117647058824,3674.285714285714,168.88888888888889,3825.0,3726.731707317073,160.0,3920.0,3927.857142857143,273.3333333333333,3657.6923076923076,3453.061224489796,237.0,3222.782608695652,3510.933333333333,252.0,3293.170731707317,4522.941176470587,258.0,4281.258064516129,48.747363134103466,26.392251815980632,49.430507497116494,4.976625584360379,8.851224105461387,3.5398174615114617,4.157458563535911,21.96327683615819,-1.9319492502883506,4.687676175442536,10.895883777239705,1.6669412863184503,13.767530811729689,12.005649717514125,10.316399286987528,4.179395515112114,6.779661016949152,2.616942201717286,1.506406488773947,7.667473769168692,-2.679498269896199,11.078911706452631,11.016949152542372,7.652825836216842,-2.6232044198895035,-30.508474576271187,-0.49959881650868126,-2.6232044198895035,-30.508474576271187,-0.49959881650868126,-2.6232044198895035,-30.508474576271187,-0.49959881650868126,-2.6232044198895035,-30.508474576271187,-0.49959881650868126,-3.5419754750033503,4.582548650345262,-13.23529411764706,-1.3645123988179402,16.50973006905212,-10.701200895583156,-1.49960536700868,4.582548650345262,-10.294117647058824,-2.948389704891518,9.6045197740113,-13.033448673587081,-8.504340962904505,-54.425612052730685,-5.469789725845088,4.611568384259775,-33.898305084745765,7.070859034150749,3.0128913443830676,-42.3728813559322,5.041213041888209,-24.943126421839427,-45.76271186440678,-23.45034788108791
56,1869.4545454545453,130.28571428571428,1769.0,3429.0566037735853,163.16666666666666,3324.468085106383,3503.64,138.125,3572.857142857143,3384.3529411764707,157.71428571428572,3328.8863636363635,3102.9433962264147,155.75,3085.133333333333,3480.615384615385,165.0,3385.1739130434785,3592.4375,163.42857142857142,3585.0,3263.660377358491,157.5,3250.822222222222,3574.3584905660377,231.0,3341.795918367347,3574.3584905660377,231.0,3341.795918367347,3574.3584905660377,231.0,3341.795918367347,3574.3584905660377,231.0,3341.795918367347,3808.9756097560976,170.66666666666666,3997.375,3552.8695652173915,158.33333333333334,3649.135135135135,3669.3953488372094,170.66666666666666,3798.9117647058815,3814.8536585365855,160.0,4022.15625,3883.636363636364,273.3333333333333,3612.682926829268,3516.4081632653056,237.0,3286.1739130434785,3581.217391304348,252.0,3361.714285714286,4630.529411764705,258.0,4390.451612903225,48.35760924158714,26.392251815980632,48.990772779700116,5.274679453768362,7.815442561205279,4.13875187121156,3.214364640883981,21.96327683615819,-3.023562366122927,6.5095872603184874,10.895883777239705,4.011350529516623,14.283331595955392,12.005649717514125,11.039984621299503,3.8504037399064854,6.779661016949152,2.3882954716413356,0.7613950276243093,7.667473769168692,-3.3737024221453287,9.843635984572067,11.016949152542372,6.262334999359225,1.260815177733764,-30.508474576271187,3.6391026999034897,1.260815177733764,-30.508474576271187,3.6391026999034897,1.260815177733764,-30.508474576271187,3.6391026999034897,1.260815177733764,-30.508474576271187,3.6391026999034897,-5.220320711494408,3.578154425612058,-15.264561707035755,1.8544319000720584,10.546139359698676,-5.223043112316464,-1.3645123988179402,3.578154425612058,-9.541861727389895,-5.3826977496294335,9.6045197740113,-15.97913062283737,-7.28277247614265,-54.425612052730685,-4.1719413733929676,2.8616529484722215,-33.898305084745765,5.242966751918153,1.0713427816478456,-42.3728813559322,3.0647553138902603,-27.915177120571972,-45.76271186440678,-26.59895077575621
57,1849.9649122807016,130.28571428571428,1746.4,3475.2075471698113,163.16666666666666,3372.5106382978724,3456.384615384615,141.375,3494.318181818182,3370.0,157.71428571428572,3308.933333333333,3093.222222222222,155.75,3069.521739130435,3532.615384615385,165.0,3439.652173913043,3537.92,154.0,3581.357142857143,3261.818181818182,159.25,3232.0212765957453,3621.1886792452833,231.0,3388.775510204081,3621.1886792452833,231.0,3388.775510204081,3621.1886792452833,231.0,3388.775510204081,3621.1886792452833,231.0,3388.775510204081,3714.883720930232,172.44444444444446,3849.117647058824,3531.914893617021,160.0,3614.5263157894733,3567.822222222222,174.22222222222226,3651.277777777778,3882.0731707317073,160.0,4100.53125,3943.636363636364,273.3333333333333,3673.4634146341455,3605.0,240.0,3369.521739130435,3615.5106382978715,252.0,3394.4418604651164,4598.371428571429,258.0,4353.1875,48.895996898323155,26.392251815980632,49.64244521337947,3.999791514646097,7.815442561205279,2.753441802252813,4.519762005949867,20.127118644067796,-0.7588864422774505,6.906077348066297,10.895883777239705,4.586697424067678,14.551872314303253,12.005649717514125,11.490145930494954,2.4139396515086955,6.779661016949152,0.8174113635224036,2.267403314917125,12.994350282485875,-3.2686604053386135,9.894525364138618,10.028248587570621,6.804461459176893,-0.03283644323987046,-30.508474576271187,2.2844431890403403,-0.03283644323987046,-30.508474576271187,2.2844431890403403,-0.03283644323987046,-30.508474576271187,2.2844431890403403,-0.03283644323987046,-30.508474576271187,2.2844431890403403,-2.6210972632660745,2.5737602008788376,-10.989551529954552,2.433290231574009,9.6045197740113,-4.225095610999807,1.4413750767341966,1.5693659761456176,-5.284826348840191,-7.23959035170462,9.6045197740113,-18.239078719723185,-8.940231039678562,-54.425612052730685,-5.9245505949868935,0.41436464088397784,-35.59322033898305,2.8396268993530858,0.12401551663338294,-42.3728813559322,2.121053619806332,-27.02683504340963,-45.76271186440678,-25.524437716262977
58,1836.6206896551723,123.5,1755.84,3519.698113207547,163.16666666666666,3420.7659574468084,3433.3703703703704,141.375,3456.608695652174,3401.0566037735853,157.71428571428572,3339.391304347826,3065.785714285714,157.5,3024.583333333333,3488.481481481481,154.28571428571428,3444.574468085106,3520.9411764705883,157.5,3543.953488372093,3246.9285714285716,159.25,3211.0625,3603.333333333334,233.75,3365.82,3603.333333333334,233.75,3365.82,3603.333333333334,233.75,3365.82,3603.333333333334,233.75,3365.82,3710.613636363637,174.22222222222226,3824.6857142857134,3567.4042553191493,163.33333333333334,3654.7894736842095,3648.355555555555,174.22222222222226,3740.944444444444,3787.255813953489,160.0,3957.6470588235293,3936.5333333333333,304.3333333333333,3644.785714285714,3540.078431372549,246.0,3295.0,3691.531914893617,252.0,3470.372093023256,4457.675675675676,258.0,4204.941176470587,49.26462183273004,30.225988700564972,49.37024221453287,2.7707703533826775,7.815442561205279,1.3619966134138282,5.15551463065275,20.127118644067796,0.32846898350132664,6.048160116751788,10.895883777239705,3.708439897698212,15.309786898184688,11.016949152542372,12.78594771241831,3.6331082463679323,12.83292978208233,0.6754766988146996,2.736431589210268,11.016949152542372,-2.1901236554813446,10.305840568271503,10.028248587570621,7.408809111880046,0.46040515653773645,-32.06214689265537,2.946366782006916,0.46040515653773645,-32.06214689265537,2.946366782006916,0.46040515653773645,-32.06214689265537,2.946366782006916,0.46040515653773645,-32.06214689265537,2.946366782006916,-2.503139126067319,1.5693659761456176,-10.285055198549983,1.4529211237804047,7.721280602636529,-5.386086323074092,-0.7833026396562135,1.5693659761456176,-7.870370370370354,-4.620326352306326,9.6045197740113,-14.119004002985273,-8.744014732965008,-71.939736346516,-5.097627286208599,2.207778138879863,-38.983050847457626,4.988465974625144,-1.9760197484424553,-42.3728813559322,-0.06839945280438824,-23.140212035239664,-45.76271186440678,-21.249745572969648
59,1887.8644067796608,123.5,1807.058823529412,3596.3773584905657,178.0,3488.170212765957,3410.909090909091,141.375,3426.0425531914893,3441.962264150944,157.71428571428572,3382.5,3117.3214285714284,159.25,3075.0,3535.888888888889,154.28571428571428,3495.829787234043,3571.529411764706,157.5,3600.93023255814,3278.107142857143,159.25,3244.791666666666,3560.6545454545453,233.75,3322.666666666666,3560.6545454545453,233.75,3322.666666666666,3560.6545454545453,233.75,3322.666666666666,3560.6545454545453,233.75,3322.666666666666,3619.565217391305,174.22222222222226,3696.4864864864867,3437.4,165.0,3473.9268292682927,3650.413043478261,174.22222222222226,3731.351351351351,3675.911111111111,160.0,3802.5,3974.266666666667,304.3333333333333,3681.666666666666,3388.888888888889,249.0,3146.0,3639.795918367347,255.0,3411.2,4289.025641025641,258.0,4032.583333333334,47.84904953647345,30.225988700564972,47.89334418888662,0.6525591577191792,-0.5649717514124294,-0.5816093646469688,5.7759919638372645,20.127118644067796,1.209845640383814,4.918169498592705,10.895883777239705,2.4653979238754324,13.886148382004738,10.028248587570621,11.332179930795848,2.3235113566605206,12.83292978208233,-0.8024736803357302,1.3389665258368546,11.016949152542372,-3.833051688527675,9.444554064719803,10.028248587570621,6.4362264513648775,1.639377197388251,-32.06214689265537,4.190695886197634,1.639377197388251,-32.06214689265537,4.190695886197634,1.639377197388251,-32.06214689265537,4.190695886197634,1.639377197388251,-32.06214689265537,4.190695886197634,0.01201056930096848,1.5693659761456176,-6.588422332366974,5.0441988950276215,6.779661016949152,-0.17090049793231687,-0.8401393226038947,1.5693659761456176,-7.593752922472629,-1.5445058317986473,9.6045197740113,-9.645328719723183,-9.786372007366488,-71.939736346516,-6.161091887735469,6.384284837323504,-40.67796610169491,9.284890426758938,-0.5468485736836183,-44.06779661016949,1.6378316032295324,-18.481371299050846,-45.76271186440678,-16.279796232218395
60,1882.583333333333,123.5,1800.0961538461538,3671.0943396226417,178.0,3565.191489361702,3455.25,141.375,3469.520833333333,3436.388888888889,157.71428571428572,3371.574468085106,3152.842105263158,159.25,3109.4081632653056,3536.5454545454545,154.28571428571428,3492.5,3628.4117647058815,157.5,3662.325581395349,3268.333333333333,159.25,3229.714285714286,3565.8,233.75,3328.0,3565.8,233.75,3328.0,3565.8,233.75,3328.0,3565.8,233.75,3328.0,3550.708333333333,174.22222222222226,3597.2564102564097,3530.8,176.0,3561.463414634147,3512.755102040817,174.22222222222226,3546.0,3646.7391304347825,160.0,3756.864864864865,4072.222222222222,304.3333333333333,3778.476190476191,3334.1785714285716,249.0,3092.5471698113206,3630.9,255.0,3402.391304347826,4247.1,261.0,3983.108108108108,47.99493554327809,30.225988700564972,48.094113210895216,-1.4114458459293273,-0.5649717514124294,-2.8025227612947585,4.551104972375691,20.127118644067796,-0.043853325643974345,5.072130141190907,10.895883777239705,2.7804363297258874,12.90491421924978,10.028248587570621,10.340018360285306,2.3053741838272233,12.83292978208233,-0.7064590542099193,-0.23236919077020782,11.016949152542372,-5.603390466993922,9.7145488029466,10.028248587570621,6.870983687592682,1.4972375690607684,-32.06214689265537,4.036908881199539,1.4972375690607684,-32.06214689265537,4.036908881199539,1.4972375690607684,-32.06214689265537,4.036908881199539,1.4972375690607684,-32.06214689265537,4.036908881199539,1.9141344383057173,1.5693659761456176,-3.727116789400511,2.46408839779005,0.5649717514124294,-2.695023490027302,2.9625662419663854,1.5693659761456176,-2.2491349480968856,-0.7386500120105665,9.6045197740113,-8.32943670313913,-12.492326580724368,-71.939736346516,-8.952600648102388,7.895619573796365,-40.67796610169491,10.826206176144158,-0.3011049723756931,-44.06779661016949,1.8918309011584196,-17.32320441988951,-47.45762711864407,-14.853174974282235
61,1858.5806451612905,123.5,1771.2592592592596,3636.481481481481,178.0,3526.0,3418.5344827586205,141.375,3419.0,3435.2727272727275,157.71428571428572,3367.770833333333,3164.827586206897,159.25,3117.14,3569.2363636363634,154.28571428571428,3527.5,3703.9607843137255,157.5,3746.5813953488373,3229.627118644068,159.25,3180.0,3601.3636363636365,233.75,3363.215686274509,3601.3636363636365,233.75,3363.215686274509,3601.3636363636365,233.75,3363.215686274509,3601.3636363636365,233.75,3363.215686274509,3640.833333333334,176.0,3692.0512820512818,3606.24,176.0,3643.9024390243903,3624.0816326530608,176.0,3662.75,3624.5106382978715,160.0,3720.315789473684,3967.255319148936,304.3333333333333,3674.0,3370.035714285714,249.0,3128.3773584905657,3538.6730769230767,255.0,3308.125,4231.317073170731,261.0,3966.0,48.657993227588655,30.225988700564972,48.92562689563842,-0.455289543687316,-0.5649717514124294,-1.6724336793540946,5.565345780148605,20.127118644067796,1.4129181084198386,5.102963335007527,10.895883777239705,2.890114379084976,12.573823585444828,10.028248587570621,10.117070357554791,1.4023103967855408,12.83292978208233,-1.715686274509804,-2.3193586826995998,11.016949152542372,-8.032912207290579,10.783781252926294,10.028248587570621,8.304498269896193,0.514816675037666,-32.06214689265537,3.0214623334916624,0.514816675037666,-32.06214689265537,3.0214623334916624,0.514816675037666,-32.06214689265537,3.0214623334916624,0.514816675037666,-32.06214689265537,3.0214623334916624,-0.5755064456722082,0.5649717514124294,-6.460532931121158,0.38011049723757506,0.5649717514124294,-5.072157988015869,-0.1127522832337224,0.5649717514124294,-5.6156286043829295,-0.12460326789700378,9.6045197740113,-7.275541795665633,-9.59268837428,-71.939736346516,-5.94002306805075,6.905090765588004,-40.67796610169491,9.793040412613445,2.2466000849978816,-44.06779661016949,4.610005767012687,-16.887211966042305,-47.45762711864407,-14.359861591695502
62,1861.095238095238,123.5,1773.0,3683.5925925925926,180.0,3569.583333333333,3457.7241379310344,141.375,3460.9,3475.6363636363635,157.71428571428572,3410.166666666666,3204.0,159.25,3159.52,3454.1379310344832,146.25,3446.88,3795.5882352941176,157.5,3845.4418604651173,3288.0,159.25,3237.4038461538457,3611.727272727273,233.75,3373.960784313725,3611.727272727273,233.75,3373.960784313725,3611.727272727273,233.75,3373.960784313725,3611.727272727273,233.75,3373.960784313725,3616.8,176.0,3643.9024390243903,3604.862745098039,176.0,3632.357142857143,3601.8823529411766,179.55555555555554,3618.0,3669.4893617021285,160.0,3770.5263157894733,3947.1875,311.6666666666667,3654.5777777777776,3401.517857142857,249.0,3159.735849056604,3504.716981132075,206.4,3336.958333333333,3969.0,261.0,3699.4285714285716,48.58852933438568,30.225988700564972,48.87543252595156,-1.7567014528340499,-1.694915254237288,-2.929161860822752,4.482758620689657,20.127118644067796,0.20472895040368827,3.9879457559015603,10.895883777239705,1.6676278354479221,11.49171270718232,10.028248587570621,8.895040369088813,4.581825109544662,17.372881355932204,0.6089965397923844,-4.850503737406562,11.016949152542372,-10.883559990343636,9.171270718232044,10.028248587570621,6.649254724514252,0.22852837769964154,-32.06214689265537,2.7116267498925875,0.22852837769964154,-32.06214689265537,2.7116267498925875,0.22852837769964154,-32.06214689265537,2.7116267498925875,0.22852837769964154,-32.06214689265537,2.7116267498925875,0.08839779005524359,0.5649717514124294,-5.072157988015869,0.4181562127613567,0.5649717514124294,-4.739248640632731,0.5004874878128017,-1.443816698053979,-4.325259515570934,-1.3671094392853165,9.6045197740113,-8.723365507193579,-9.038328729281767,-76.0828625235405,-5.379982058182744,6.035418310970804,-40.67796610169491,8.888816347848792,3.184613780881905,-16.610169491525426,3.778594771241839,-9.640883977900552,-47.45762711864407,-6.6732575383094455
63,1883.333333333333,123.5,1796.4,3731.0,180.0,3618.875,3489.3793103448274,141.375,3495.24,3521.1636363636358,157.71428571428572,3458.25,3235.5,159.25,3194.24,3510.0344827586205,146.25,3505.56,3830.8235294117653,157.5,3884.302325581396,3330.4,161.0,3277.384615384615,3676.4,236.5,3434.803921568628,3676.4,236.5,3434.803921568628,3676.4,236.5,3434.803921568628,3676.4,236.5,3434.803921568628,3525.283018867925,168.3,3585.534883720931,3465.0,177.77777777777774,3451.0,3593.0769230769233,179.55555555555554,3599.651162790697,3740.170212765957,161.66666666666666,3843.236842105263,4015.125,311.6666666666667,3721.4666666666662,3367.0,249.0,3126.090909090909,3476.666666666666,206.4,3306.1224489795923,3930.652173913044,198.0,3742.285714285714,47.97421731123389,30.225988700564972,48.20069204152249,-3.0662983425414363,-1.694915254237288,-4.3504901960784315,3.60830634406554,20.127118644067796,-0.7854671280276754,2.7302862882973544,10.895883777239705,0.2811418685121107,10.621546961325967,10.028248587570621,7.8938869665513325,3.0377214707563405,17.372881355932204,-1.0830449826989603,-5.823854403639926,11.016949152542372,-12.00410396716828,7.9999999999999964,9.03954802259887,5.496406707479389,-1.5580110497237594,-33.61581920903955,0.9572110274328696,-1.5580110497237594,-33.61581920903955,0.9572110274328696,-1.5580110497237594,-33.61581920903955,0.9572110274328696,-1.5580110497237594,-33.61581920903955,0.9572110274328696,2.616491191493785,4.915254237288129,-3.3891258281698615,4.281767955801104,-0.4394224733207588,0.49019607843137253,0.7437314067148253,-1.443816698053979,-3.7961696306429373,-3.319619137181129,8.662900188323922,-10.819978146057178,-10.915055248618783,-76.0828625235405,-7.308727412533629,6.988950276243093,-40.67796610169491,9.858970326098357,3.959484346224694,-16.610169491525426,4.667749452722253,-8.5815517655537,-11.864406779661017,-7.909045971329706
64,1879.21875,123.5,1791.0,3745.418181818182,182.0,3623.571428571429,3525.9827586206898,141.375,3535.08,3505.125,157.71428571428572,3438.0816326530608,3222.8644067796613,159.25,3176.470588235294,3549.9310344827586,147.875,3542.88,3734.150943396226,157.5,3763.6222222222223,3326.8852459016393,161.0,3270.0,3699.690909090909,236.5,3458.1176470588234,3699.690909090909,236.5,3458.1176470588234,3699.690909090909,236.5,3458.1176470588234,3699.690909090909,236.5,3458.1176470588234,3582.1886792452833,171.7,3649.4883720930243,3469.581818181818,177.77777777777774,3449.347826086957,3487.2727272727275,179.55555555555554,3462.717391304348,3771.708333333334,172.44444444444446,3850.666666666666,4078.125,311.6666666666667,3783.333333333334,3326.95,207.5,3129.642857142857,3396.964285714286,206.4,3220.9411764705883,4027.304347826087,198.0,3840.0,48.08787983425414,30.225988700564972,48.35640138408304,-3.4645906579608257,-2.824858757062147,-4.4859120118635785,2.5971613640693434,20.127118644067796,-1.9342560553633197,3.173342541436464,10.895883777239705,0.862698020384638,10.970596497799411,10.028248587570621,8.406269082027274,1.9356067822442373,16.454802259887007,-2.1591695501730137,-3.1533409777962986,11.016949152542372,-8.524285531205948,8.097092654650847,9.03954802259887,5.709342560553633,-2.201406328478147,-33.61581920903955,0.28495827396702933,-2.201406328478147,-33.61581920903955,0.28495827396702933,-2.201406328478147,-33.61581920903955,0.28495827396702933,-2.201406328478147,-33.61581920903955,0.28495827396702933,1.044511623058472,2.994350282485882,-5.233228722405545,4.155198392767455,-0.4394224733207588,0.5378366180231559,3.666499246609738,-1.443816698053979,0.15232435685271095,-4.190837937384915,2.5737602008788376,-11.034217608612055,-12.65538674033149,-76.0828625235405,-9.09265667051136,8.095303867403318,-17.231638418079097,9.756549678695015,6.161207576953431,-16.610169491525426,7.123956849175655,-11.251501321162623,-11.864406779661017,-10.726643598615917
