num_images,all_linear_sparse,giraffes_linear_sparse,zebras_linear_sparse,all_linear_non_sparse,giraffes_linear_non_sparse,zebras_linear_non_sparse,all_linear_non_zero,giraffes_linear_non_zero,zebras_linear_non_zero,all_linear_abv_mean,giraffes_linear_abv_mean,zebras_linear_abv_mean,all_ridge_sparse,giraffes_ridge_sparse,zebras_ridge_sparse,all_ridge_non_sparse,giraffes_ridge_non_sparse,zebras_ridge_non_sparse,all_ridge_non_zero,giraffes_ridge_non_zero,zebras_ridge_non_zero,all_ridge_abv_mean,giraffes_ridge_abv_mean,zebras_ridge_abv_mean,all_lasso_sparse,giraffes_lasso_sparse,zebras_lasso_sparse,all_lasso_non_sparse,giraffes_lasso_non_sparse,zebras_lasso_non_sparse,all_lasso_non_zero,giraffes_lasso_non_zero,zebras_lasso_non_zero,all_lasso_abv_mean,giraffes_lasso_abv_mean,zebras_lasso_abv_mean,all_svr_sparse,giraffes_svr_sparse,zebras_svr_sparse,all_svr_non_sparse,giraffes_svr_non_sparse,zebras_svr_non_sparse,all_svr_non_zero,giraffes_svr_non_zero,zebras_svr_non_zero,all_svr_abv_mean,giraffes_svr_abv_mean,zebras_svr_abv_mean,all_dtree_regressor_sparse,giraffes_dtree_regressor_sparse,zebras_dtree_regressor_sparse,all_dtree_regressor_non_sparse,giraffes_dtree_regressor_non_sparse,zebras_dtree_regressor_non_sparse,all_dtree_regressor_non_zero,giraffes_dtree_regressor_non_zero,zebras_dtree_regressor_non_zero,all_dtree_regressor_abv_mean,giraffes_dtree_regressor_abv_mean,zebras_dtree_regressor_abv_mean,all_linear_sparse_err,giraffes_linear_sparse_err,zebras_linear_sparse_err,all_linear_non_sparse_err,giraffes_linear_non_sparse_err,zebras_linear_non_sparse_err,all_linear_non_zero_err,giraffes_linear_non_zero_err,zebras_linear_non_zero_err,all_linear_abv_mean_err,giraffes_linear_abv_mean_err,zebras_linear_abv_mean_err,all_ridge_sparse_err,giraffes_ridge_sparse_err,zebras_ridge_sparse_err,all_ridge_non_sparse_err,giraffes_ridge_non_sparse_err,zebras_ridge_non_sparse_err,all_ridge_non_zero_err,giraffes_ridge_non_zero_err,zebras_ridge_non_zero_err,all_ridge_abv_mean_err,giraffes_ridge_abv_mean_err,zebras_ridge_abv_mean_err,all_lasso_sparse_err,giraffes_lasso_sparse_err,zebras_lasso_sparse_err,all_lasso_non_sparse_err,giraffes_lasso_non_sparse_err,zebras_lasso_non_sparse_err,all_lasso_non_zero_err,giraffes_lasso_non_zero_err,zebras_lasso_non_zero_err,all_lasso_abv_mean_err,giraffes_lasso_abv_mean_err,zebras_lasso_abv_mean_err,all_svr_sparse_err,giraffes_svr_sparse_err,zebras_svr_sparse_err,all_svr_non_sparse_err,giraffes_svr_non_sparse_err,zebras_svr_non_sparse_err,all_svr_non_zero_err,giraffes_svr_non_zero_err,zebras_svr_non_zero_err,all_svr_abv_mean_err,giraffes_svr_abv_mean_err,zebras_svr_abv_mean_err,all_dtree_regressor_sparse_err,giraffes_dtree_regressor_sparse_err,zebras_dtree_regressor_sparse_err,all_dtree_regressor_non_sparse_err,giraffes_dtree_regressor_non_sparse_err,zebras_dtree_regressor_non_sparse_err,all_dtree_regressor_non_zero_err,giraffes_dtree_regressor_non_zero_err,zebras_dtree_regressor_non_zero_err,all_dtree_regressor_abv_mean_err,giraffes_dtree_regressor_abv_mean_err,zebras_dtree_regressor_abv_mean_err
26,1482.6,108.0,1413.36,3428.5714285714284,195.0,3437.470588235294,2577.8148148148152,121.66666666666669,2698.6666666666665,2866.695652173913,148.5,3057.8823529411766,3105.0,184.8,3271.133333333333,3912.0,197.5,4034.8,2972.608695652174,148.0,3100.0,3124.8636363636365,154.0,3272.470588235294,3098.4827586206898,178.66666666666663,2915.6923076923076,3098.4827586206898,178.66666666666663,2915.6923076923076,3098.4827586206898,178.66666666666663,2915.6923076923076,3098.4827586206898,178.66666666666663,2915.6923076923076,2770.65,138.125,3349.333333333333,2800.0,138.85714285714286,3133.9285714285716,2754.8,136.5,3332.5,3026.833333333333,162.0,3340.5,3364.1111111111113,170.66666666666666,3345.4,3485.2941176470586,176.0,3548.4285714285716,2868.952380952381,150.75,2891.1176470588234,3672.0,194.66666666666663,3692.307692307693,59.04419889502762,38.983050847457626,59.24567474048444,5.288082083662197,-10.169491525423728,0.8803175249338482,28.789645999590736,31.261770244821083,22.18377547097271,20.80951237088638,16.10169491525424,11.825768369631586,14.226519337016574,-4.406779661016955,5.676662821991545,-8.066298342541435,-11.581920903954803,-16.34371395617071,17.883737689166463,16.384180790960453,10.611303344867359,13.67780010045203,12.994350282485875,5.638102992061876,14.406553629262712,-0.9416195856873609,15.925827344512468,14.406553629262712,-0.9416195856873609,15.925827344512468,14.406553629262712,-0.9416195856873609,15.925827344512468,14.406553629262712,-0.9416195856873609,15.925827344512468,23.462707182320436,21.96327683615819,3.4217608612072365,22.651933701657455,21.54963680387409,9.632970835392976,23.900552486187838,22.88135593220339,3.9071510957324107,16.385819521178643,8.474576271186441,3.676470588235294,7.068753836709631,3.578154425612058,3.5351787773933077,3.72115697107573,0.5649717514124294,-2.319162959301371,20.747171796895547,14.830508474576272,16.63443924282516,-1.43646408839779,-9.981167608286231,-6.467926537130705
27,1491.225806451613,118.8,1393.3076923076926,3340.0,158.0,3476.0,2715.296296296296,123.33333333333331,2851.523809523809,3013.043478260869,148.5,3236.7647058823527,3103.714285714286,187.2,3230.5,4087.105263157895,200.0,4223.866666666667,3104.086956521739,152.0,3234.0,3087.478260869565,154.0,3203.333333333333,3003.225806451613,181.33333333333331,2806.5714285714284,3003.225806451613,181.33333333333331,2806.5714285714284,3003.225806451613,181.33333333333331,2806.5714285714284,3003.225806451613,181.33333333333331,2806.5714285714284,3027.55,139.75,3691.5,2829.5454545454545,142.28571428571428,3109.6,3007.5,139.75,3664.75,3217.666666666666,164.0,3577.5,3069.904761904762,173.33333333333337,2977.777777777778,3701.1764705882347,176.0,3786.642857142857,2914.5454545454545,155.25,2925.666666666666,3803.25,194.66666666666663,3834.4615384615386,58.805916948850474,32.88135593220339,59.82388430485316,7.734806629834254,10.734463276836157,-0.2306805074971165,24.991815019439333,30.32015065913372,17.776130059867093,16.766754744174886,16.10169491525424,6.667684374787984,14.2620363062352,-5.762711864406773,6.848327566320646,-12.903460308229143,-12.994350282485875,-21.79546328335256,14.251741532548644,14.124293785310734,6.747404844290657,14.710545279846269,12.994350282485875,7.6316801230296125,17.03796114774549,-2.448210922787183,19.072334816279458,17.03796114774549,-2.448210922787183,19.072334816279458,17.03796114774549,-2.448210922787183,19.072334816279458,17.03796114774549,-2.448210922787183,19.072334816279458,16.36602209944751,21.045197740112993,-6.444636678200692,21.835760924158713,19.61259079903148,10.334486735870822,16.91988950276243,21.045197740112993,-5.6732987312572085,11.114180478821378,7.344632768361582,-3.157439446366782,15.196001052354642,2.0715630885122196,14.135588876073303,-2.2424439389015105,0.5649717514124294,-9.188086999505677,19.48769462581617,12.288135593220339,15.63821607074204,-5.0621546961325965,-9.981167608286231,-10.566941708810225
28,1521.1875,118.8,1419.111111111111,3341.625,160.0,3444.631578947369,2889.740740740741,139.33333333333334,3034.904761904762,3144.8695652173915,148.5,3395.1176470588234,3295.4285714285716,189.6,3445.3125,3678.181818181818,166.0,3873.470588235294,3199.5652173913045,154.0,3336.666666666666,2930.4,131.66666666666666,3128.2105263157896,3103.225806451613,204.0,2892.285714285714,3103.225806451613,204.0,2892.285714285714,3103.225806451613,204.0,2892.285714285714,3103.225806451613,204.0,2892.285714285714,2949.818181818182,141.375,3421.785714285714,3024.0,142.28571428571428,3360.666666666666,2898.0,143.0,3343.714285714286,3391.666666666666,168.0,3783.5,3112.4545454545455,176.0,3006.947368421052,3699.888888888889,178.66666666666663,3750.733333333333,3012.2727272727275,155.25,3036.0,3336.0,194.66666666666663,3244.1764705882347,57.97824585635359,32.88135593220339,59.0798410867615,7.689917127071823,9.6045197740113,0.6738299034784089,20.172907714344174,21.280602636534834,12.488328664799253,13.125150132116257,16.10169491525424,2.1015672705068216,8.966061562746642,-7.118644067796607,0.6541955017301038,-1.607232546459061,6.214689265536723,-11.691770133659,11.614220514052361,12.994350282485875,3.78700499807768,19.049723756906072,25.612052730696803,9.79785102895647,14.275530208518973,-15.254237288135593,16.600757950238922,14.275530208518973,-15.254237288135593,16.600757950238922,14.275530208518973,-15.254237288135593,16.600757950238922,14.275530208518973,-15.254237288135593,16.600757950238922,18.513309894525356,20.127118644067796,1.3325918602735232,16.464088397790054,19.61259079903148,3.0949634755863307,19.944751381215468,19.2090395480226,3.5837864557587724,6.307550644567235,5.084745762711864,-9.097462514417531,14.020592667001505,0.5649717514124294,13.294481879439099,-2.2068753836709707,-0.9416195856873609,-8.152633602460586,16.788046207935704,12.288135593220339,12.456747404844291,7.845303867403314,-9.981167608286231,6.453965669312725
29,1485.8235294117646,118.8,1379.3103448275863,3417.6,176.0,3486.0,2906.25,141.16666666666666,3030.0,3103.166666666666,148.5,3312.0,3194.4347826086955,192.0,3264.0,3496.041666666666,166.0,3608.0,3064.32,130.0,3297.157894736842,3060.0,131.66666666666666,3279.315789473684,3071.2727272727275,204.0,2856.5,3071.2727272727275,204.0,2856.5,3071.2727272727275,204.0,2856.5,3071.2727272727275,204.0,2856.5,2968.0,144.625,3394.133333333333,3160.0,147.42857142857142,3533.2,3047.2272727272725,146.25,3558.857142857143,3593.333333333333,174.0,4047.0,3249.2727272727275,181.33333333333331,3138.947368421052,3902.333333333334,178.66666666666663,3973.666666666666,3168.0,155.25,3210.0,3366.857142857143,194.66666666666663,3264.0,58.95515112122196,32.88135593220339,60.227498707393714,5.591160220994477,0.5649717514124294,-0.5190311418685121,19.71685082872928,20.244821092278723,12.629757785467127,14.277163904235744,16.10169491525424,4.498269896193771,11.75594523180399,-8.474576271186441,5.882352941176471,3.424263351749556,6.214689265536723,-4.036908881199539,15.350276243093917,26.55367231638418,4.926242942997633,15.469613259668508,25.612052730696803,5.440721180112914,15.158211953792057,-15.254237288135593,17.63264129181084,15.158211953792057,-15.254237288135593,17.63264129181084,15.158211953792057,-15.254237288135593,17.63264129181084,15.158211953792057,-15.254237288135593,17.63264129181084,18.011049723756905,18.2909604519774,2.1299500192233793,12.707182320441987,16.707021791767563,-1.8800461361014942,15.822451029633354,17.372881355932204,-2.6198714780029735,0.7366482504604135,1.694915254237288,-16.695501730103807,10.241084881968852,-2.448210922787183,9.488253505736678,-7.7992633517495555,-0.9416195856873609,-14.580930411380221,12.486187845303867,12.288135593220339,7.439446366782007,6.9928966061562665,-9.981167608286231,5.882352941176471
30,1543.264705882353,122.4,1445.6896551724137,3425.0769230769233,178.2,3468.857142857143,2893.0344827586205,141.16666666666666,2998.7391304347825,3226.25,150.33333333333334,3453.1111111111113,3141.6,194.4,3156.15,3477.76,182.6,3544.1,3089.384615384615,131.66666666666666,3292.6,2985.481481481481,133.33333333333334,3133.238095238096,3079.6764705882347,204.0,2864.5161290322585,3079.6764705882347,204.0,2864.5161290322585,3079.6764705882347,204.0,2864.5161290322585,3079.6764705882347,204.0,2864.5161290322585,3101.7391304347825,146.25,3563.6,3284.181818181818,149.14285714285714,3680.0,3210.5454545454545,146.25,3778.214285714286,3578.947368421052,161.57142857142858,4250.75,3196.875,184.0,3059.0,3677.8,178.66666666666663,3684.7058823529414,3304.909090909091,155.25,3364.1111111111113,3397.2727272727275,197.33333333333331,3286.315789473684,57.36837829054273,30.84745762711864,58.313447082687034,5.384615384615377,-0.6779661016949088,-0.02471576866041283,20.081920365783965,20.244821092278723,13.53116694248032,10.87707182320442,15.06591337099811,0.42932205561962766,13.21546961325967,-9.830508474576273,8.99221453287197,3.929281767955795,-3.163841807909601,-2.1943483275663183,14.657883552911192,25.612052730696803,5.057670126874282,17.528135870677325,24.67043314500941,9.652880760147179,14.926064348391305,-15.254237288135593,17.401495702645374,14.926064348391305,-15.254237288135593,17.401495702645374,14.926064348391305,-15.254237288135593,17.401495702645374,14.926064348391305,-15.254237288135593,17.401495702645374,14.316598606773963,17.372881355932204,-2.7566320645905393,9.276745354093425,15.738498789346249,-6.113033448673587,11.310899045705677,17.372881355932204,-8.945048607678368,1.134050596103535,8.71670702179176,-22.570645905420992,11.688535911602209,-3.9548022598870056,11.793540945790081,-1.596685082872933,-0.9416195856873609,-6.2487278648483695,8.704168759417374,12.288135593220339,2.995642701525049,6.152687091913605,-11.487758945386053,5.238875736052936
31,1597.5142857142855,122.4,1498.5,3559.6923076923076,180.4,3612.571428571429,2926.166666666666,144.83333333333334,3006.75,2805.0344827586205,150.33333333333334,2856.0,3067.555555555556,166.0,3174.6190476190477,3644.44,182.6,3734.9,3242.4615384615386,135.0,3456.9,2964.6551724137926,136.66666666666666,3058.608695652174,3026.888888888889,204.0,2811.2424242424236,3026.888888888889,204.0,2811.2424242424236,3026.888888888889,204.0,2811.2424242424236,3026.888888888889,204.0,2811.2424242424236,3194.782608695652,146.25,3685.733333333333,3269.478260869565,143.0,3814.8,3082.541666666666,147.875,3474.625,3717.4736842105267,163.42857142857142,4432.75,3387.708333333333,186.66666666666663,3249.4285714285716,3828.0,178.66666666666663,3847.7647058823527,3454.090909090909,155.25,3531.1111111111113,3416.695652173913,197.33333333333331,3297.6,55.86977111286504,30.84745762711864,56.79065743944637,1.6659583510412257,-1.920903954802263,-4.168726314055043,19.166666666666682,18.173258003766474,13.300173010380623,22.5128595923033,15.06591337099811,17.647058823529413,15.260896255371376,6.214689265536723,8.45965837315318,-0.6751381215469627,-3.163841807909601,-7.696078431372552,10.429239269018272,23.728813559322035,0.3200692041522465,18.103448275862082,22.787193973634658,11.804824231482872,16.384284837323502,-15.254237288135593,18.937646359791707,16.384284837323502,-15.254237288135593,18.937646359791707,16.384284837323502,-15.254237288135593,18.937646359791707,16.384284837323502,-15.254237288135593,18.937646359791707,11.746336776363203,17.372881355932204,-6.278354479046515,9.682920970454004,19.2090395480226,-10.000000000000005,14.846915285451212,16.454802259887007,-0.1910322952710496,-2.692643210235544,7.667473769168692,-27.818627450980394,6.416896869244943,-5.461393596986796,6.302521008403358,-5.74585635359116,-0.9416195856873609,-10.950539385304287,4.5831240582621815,12.288135593220339,-1.819812892477258,5.616142205140524,-11.487758945386053,4.913494809688584
32,1625.166666666667,126.0,1515.548387096774,3664.4230769230767,180.4,3733.333333333334,3048.266666666667,144.83333333333334,3146.5,2823.6,150.33333333333334,2864.25,2749.193548387097,170.0,2742.08,3626.0,182.6,3693.904761904762,3378.4615384615386,135.0,3616.65,2880.7741935483873,138.33333333333334,2930.16,3079.888888888889,204.0,2866.606060606061,3079.888888888889,204.0,2866.606060606061,3079.888888888889,204.0,2866.606060606061,3079.888888888889,204.0,2866.606060606061,3187.5,146.25,3620.8125,3403.826086956521,144.625,4024.8,3199.0,149.5,3632.8125,3782.5,163.42857142857142,4420.153846153846,3526.0,186.66666666666663,3394.857142857143,3677.590909090909,178.66666666666663,3654.6315789473683,3334.125,177.5,3339.05,3495.1304347826085,197.33333333333331,3379.9,55.10589318600367,28.8135593220339,56.29906611600998,-1.227156821079466,-1.920903954802263,-7.650903498654381,15.79373848987108,18.173258003766474,9.270472895040369,22.0,15.06591337099811,17.40916955017301,24.05542684013544,3.9548022598870056,20.93194925028835,-0.16574585635359115,-3.163841807909601,-6.513978140275719,6.672333191670205,23.728813559322035,-4.286332179930798,20.420602388166095,21.845574387947263,15.508650519031146,14.920196439533449,-15.254237288135593,17.341232393135495,14.920196439533449,-15.254237288135593,17.341232393135495,14.920196439533449,-15.254237288135593,17.341232393135495,14.920196439533449,-15.254237288135593,17.341232393135495,11.947513812154694,17.372881355932204,-4.406358131487889,5.971655056449694,18.2909604519774,-16.055363321799312,11.629834254143645,15.536723163841808,-4.752378892733564,-4.488950276243093,7.667473769168692,-27.455416555762564,2.596685082872928,-5.461393596986796,2.1090789256879146,-1.5909090909090886,-0.9416195856873609,-5.381533418320886,7.897099447513812,-0.2824858757062147,3.7182814302191414,3.4494355032428583,-11.487758945386053,2.540369088811993
33,1592.947368421053,126.0,1480.6060606060605,3781.6923076923076,182.6,3856.666666666666,3052.322580645161,146.66666666666666,3129.36,2733.5625,150.33333333333334,2741.384615384615,2759.0,170.0,2742.653846153846,3702.230769230769,182.6,3781.285714285714,3261.3214285714284,136.66666666666666,3424.6363636363635,2988.0,140.0,3044.4,3102.5135135135133,204.0,2887.529411764706,3102.5135135135133,204.0,2887.529411764706,3102.5135135135133,204.0,2887.529411764706,3102.5135135135133,204.0,2887.529411764706,3405.208333333333,151.125,3898.125,3481.625,146.25,4065.25,3371.25,151.125,3853.9375,3958.5,163.42857142857142,4656.615384615385,3581.875,186.66666666666663,3454.0,3730.4347826086964,181.33333333333331,3687.75,3473.625,180.0,3483.9,3499.791666666666,200.0,3377.333333333333,55.99592904914218,28.8135593220339,57.30663031701094,-4.4666383340416465,-3.163841807909601,-11.207227989234893,15.681696667260745,17.137476459510363,9.764705882352938,24.487223756906076,15.06591337099811,20.952000709786194,23.78453038674033,3.9548022598870056,20.91540236003904,-2.271568210794725,-3.163841807909601,-9.03361344537815,9.908247829518551,22.787193973634658,1.25039320541051,17.4585635359116,20.903954802259886,12.214532871972315,14.295206809018968,-15.254237288135593,16.737906235158423,14.295206809018968,-15.254237288135593,16.737906235158423,14.295206809018968,-15.254237288135593,16.737906235158423,14.295206809018968,-15.254237288135593,16.737906235158423,5.933471454880302,14.61864406779661,-12.402681660899654,3.8225138121546958,17.372881355932204,-17.221741637831602,6.871546961325966,14.61864406779661,-11.12853229527105,-9.350828729281767,7.667473769168692,-34.27380001774466,1.0531767955801103,-5.461393596986796,0.40369088811995385,-3.0506846024501773,-2.448210922787183,-6.336505190311419,4.043508287292817,-1.694915254237288,-0.45847750865052167,3.3206721915285615,-12.994350282485875,2.614379084967329
34,1619.3947368421052,126.0,1508.2727272727273,3784.6296296296296,184.8,3833.909090909091,3041.71875,146.66666666666666,3104.9615384615386,2785.818181818182,152.16666666666666,2782.074074074074,2733.818181818182,172.0,2700.444444444445,3828.0769230769233,182.6,3925.0,3286.758620689656,136.66666666666666,3432.1304347826085,3044.0625,140.0,3094.0,2942.5,210.0,2725.891891891892,2942.5,210.0,2725.891891891892,2942.5,210.0,2725.891891891892,2942.5,210.0,2725.891891891892,3382.0,151.125,3814.4117647058815,3495.92,146.25,4023.058823529412,3403.36,151.125,3843.529411764706,4079.85,167.14285714285714,4806.461538461538,3230.6785714285716,194.66666666666663,3057.88,3867.565217391305,184.0,3827.85,3609.083333333334,180.0,3631.55,3701.458333333334,200.0,3587.142857142857,55.265338761267806,28.8135593220339,56.508860228583416,-4.547779824022916,-4.406779661016955,-10.551011848589706,15.974620165745856,17.137476459510363,10.468237068583086,23.04369663485685,14.030131826742002,19.77871758725277,24.480160723254638,2.824858757062147,22.132513135973333,-5.747981300467495,-3.163841807909601,-13.17762399077278,9.205562964374149,22.787193973634658,1.0343011885060982,15.909875690607734,20.903954802259886,10.784313725490197,18.715469613259668,-18.64406779661017,21.398734374512916,18.715469613259668,-18.64406779661017,21.398734374512916,18.715469613259668,-18.64406779661017,21.398734374512916,18.715469613259668,-18.64406779661017,21.398734374512916,6.574585635359115,14.61864406779661,-9.988805210665557,3.4276243093922627,17.372881355932204,-16.005156387814655,5.984530386740327,14.61864406779661,-10.828414410746998,-12.703038674033145,5.56900726392252,-38.594623369709865,10.754735595895813,-9.981167608286231,11.825836216839674,-6.838818159980799,-3.9548022598870056,-10.376297577854668,0.3015653775322116,-1.694915254237288,-4.715974625144181,-2.2502302025782854,-12.994350282485875,-3.4354918437963344
35,1604.6153846153845,126.0,1492.9411764705883,3639.172413793103,184.8,3641.666666666666,3021.2727272727275,148.5,3063.5925925925926,2777.6,154.0,2745.1034482758623,2708.4,174.0,2651.1724137931037,3672.714285714286,184.8,3707.04347826087,3302.4,154.0,3397.333333333333,3045.212121212121,140.0,3083.333333333333,3010.5,213.0,2787.783783783784,3010.5,213.0,2787.783783783784,3010.5,213.0,2787.783783783784,3010.5,213.0,2787.783783783784,3520.8,151.125,3998.1764705882347,3486.0,147.875,3947.777777777778,3552.64,151.125,4036.117647058824,4327.95,182.0,5109.0,3406.857142857143,219.0,3219.76,4032.478260869565,186.66666666666663,3993.6,3776.5,182.5,3806.4,3691.84,200.0,3569.3636363636365,55.673608159796004,28.8135593220339,56.95094646855282,-0.5296246904172045,-4.406779661016955,-5.007689350249886,16.539427423405318,16.10169491525424,11.661113247041735,23.2707182320442,12.994350282485875,20.84476792745495,25.182320441988946,1.694915254237288,23.55327526548144,-1.4561957379636954,-4.406779661016955,-6.892833859886677,8.773480662983422,12.994350282485875,2.0376778162245377,15.878118198560191,20.903954802259886,11.09188773548636,16.837016574585633,-20.338983050847457,19.614077745565623,16.837016574585633,-20.338983050847457,19.614077745565623,16.837016574585633,-20.338983050847457,19.614077745565623,16.837016574585633,-20.338983050847457,19.614077745565623,2.740331491712702,14.61864406779661,-15.287672162290503,3.7016574585635356,16.454802259887007,-13.834422657952071,1.8607734806629868,14.61864406779661,-16.38170839269965,-19.55662983425414,-2.824858757062147,-47.31833910034602,5.887924230465659,-23.728813559322035,7.158016147635519,-11.394427095844337,-5.461393596986796,-15.15570934256055,-4.323204419889502,-3.1073446327683616,-9.75778546712803,-1.9845303867403354,-12.994350282485875,-2.922826884764605
36,1611.925,127.8,1495.3714285714286,3501.5161290322585,187.0,3459.5,2979.2,150.33333333333334,2988.827586206897,2831.1714285714284,154.0,2805.0,2664.324324324324,174.0,2591.1290322580644,3558.9666666666667,184.8,3554.84,3401.4666666666667,172.0,3477.0,3012.7058823529414,141.66666666666666,3032.6785714285716,3025.170731707317,213.0,2800.894736842105,3025.170731707317,213.0,2800.894736842105,3025.170731707317,213.0,2800.894736842105,3025.170731707317,213.0,2800.894736842105,3610.88,151.125,4115.64705882353,3600.384615384615,149.5,4084.722222222222,3618.16,151.125,4150.0,4519.8,182.0,5371.692307692308,3477.0,243.33333333333331,3267.0384615384614,4146.521739130435,186.66666666666663,4115.9,3749.76,182.5,3761.904761904762,3790.08,205.33333333333331,3658.181818181818,55.47168508287292,27.796610169491526,56.88086999505685,3.2730351096061185,-5.649717514124294,0.24509803921568626,17.70165745856354,15.06591337099811,13.816966949051407,21.790844514601424,12.994350282485875,19.11764705882353,26.399880543526955,1.694915254237288,25.284629981024672,1.6860036832412513,-4.406779661016955,-2.504036908881204,6.036832412523019,2.824858757062147,-0.25951557093425603,16.776080597985043,19.96233521657251,12.552521008403358,16.431747742891798,-20.338983050847457,19.236022582407585,16.431747742891798,-20.338983050847457,19.236022582407585,16.431747742891798,-20.338983050847457,19.236022582407585,16.431747742891798,-20.338983050847457,19.236022582407585,0.25193370165745554,14.61864406779661,-18.67494402605334,0.5418614534636798,15.536723163841808,-17.783224400871458,0.05082872928177197,14.61864406779661,-19.66551326412918,-24.856353591160225,-2.824858757062147,-54.893088457102294,3.9502762430939224,-37.476459510357806,5.794738709963626,-14.544799423492679,-5.461393596986796,-18.68223760092271,-3.584530386740337,-3.1073446327683616,-8.474762454001208,-4.698342541436462,-16.007532956685488,-5.483904791863265
37,1637.658536585366,127.8,1520.833333333333,3588.4193548387098,187.0,3554.6538461538457,3050.638888888889,152.16666666666666,3049.4,2745.945945945946,154.0,2696.7741935483873,2772.972972972973,174.0,2708.0967741935488,3508.3125,187.0,3467.555555555556,3447.193548387097,172.0,3511.84,3105.6470588235293,141.66666666666666,3135.5714285714284,2954.651162790697,213.0,2730.6,2954.651162790697,213.0,2730.6,2954.651162790697,213.0,2730.6,2954.651162790697,213.0,2730.6,3690.96,151.125,4225.0,3709.384615384615,154.375,4214.222222222223,3619.8461538461543,151.125,4098.666666666667,4440.380952380952,182.0,5170.285714285715,3578.793103448276,243.33333333333331,3372.115384615385,3998.4,192.0,3919.409090909091,3668.0769230769233,182.5,3658.181818181818,3731.0,208.0,3584.0,54.7608139064816,27.796610169491526,56.14667435601692,0.8723935127428245,-5.649717514124294,-2.498669150918274,15.728207489257205,14.030131826742002,12.070357554786618,24.145139614752875,12.994350282485875,22.23834505339137,23.398536658205167,1.694915254237288,21.91185772221601,3.0852900552486187,-5.649717514124294,0.012815583749823778,4.773658884334335,2.824858757062147,-1.2641291810842026,14.208644783880406,19.96233521657251,9.585598945460541,18.37980213285367,-20.338983050847457,21.262975778546714,18.37980213285367,-20.338983050847457,21.262975778546714,18.37980213285367,-20.338983050847457,21.262975778546714,18.37980213285367,-20.338983050847457,21.262975778546714,-1.960220994475139,14.61864406779661,-21.82814302191465,-2.469188270293226,12.782485875706215,-21.517365115981043,0.0042498937526445875,14.61864406779661,-18.18531334102269,-22.662457248092604,-2.824858757062147,-49.085516559565015,1.1383120594398946,-37.476459510357806,2.7648389672610953,-10.45303867403315,-8.474576271186441,-13.016409772465138,-1.3280917977050641,-3.1073446327683616,-5.483904791863265,-3.0662983425414363,-17.51412429378531,-3.344867358708189
38,1663.4146341463415,129.6,1543.5,3579.1875,187.0,3534.222222222222,3162.5,152.16666666666666,3171.7,2746.6666666666665,157.66666666666666,2672.7272727272725,2791.578947368421,176.0,2714.0,3586.59375,187.0,3551.1851851851848,3317.696969696969,172.0,3338.962962962963,3143.6,155.83333333333334,3147.896551724138,3016.0,213.0,2793.075,3016.0,213.0,2793.075,3016.0,213.0,2793.075,3016.0,213.0,2793.075,3767.230769230769,151.125,4292.444444444444,3840.0,154.375,4380.0,3711.230769230769,151.125,4219.444444444444,4221.304347826087,182.0,4767.9375,3734.3793103448274,243.33333333333331,3531.8076923076924,4162.08,219.0,4059.4545454545455,3823.0769230769233,185.0,3817.5,3650.0,208.0,3486.96,54.04931949871984,26.779661016949156,55.49307958477509,1.1274171270718232,-5.649717514124294,-1.9095219787261295,12.638121546961324,14.030131826742002,8.543829296424457,24.125230202578273,10.92278719397364,22.931739540736086,22.88455946496075,0.5649717514124294,21.741637831603228,0.9228245856353591,-5.649717514124294,-2.398650091845005,8.350912439310246,2.824858757062147,3.720791148703488,13.16022099447514,11.958568738229749,9.2302032374816,16.685082872928174,-20.338983050847457,19.461505190311424,16.685082872928174,-20.338983050847457,19.461505190311424,16.685082872928174,-20.338983050847457,19.461505190311424,16.685082872928174,-20.338983050847457,19.461505190311424,-4.067148321291962,14.61864406779661,-23.772907855952838,-6.077348066298342,12.782485875706215,-26.29757785467128,-2.520186995325112,14.61864406779661,-21.66794822504165,-16.61061734326207,-2.824858757062147,-37.48378027681661,-3.159649457039432,-37.476459510357806,-1.8398988554697917,-14.974585635359112,-23.728813559322035,-17.054629338366365,-5.609859753506169,-4.519774011299435,-10.077854671280276,-0.8287292817679557,-17.51412429378531,-0.5467128027681671
